doc_id,discussion_id,text
2442696,0," The idea of venous congestion as a possible contributor to pathogenesis of MS has been discussed for the past 40 years, but remained widely unappreciated by the scientific community [3]–[4], [6,26]. Until recently, no scientific attempt was undertaken to prove or disprove the hypothesis despite its potential therapeutic implications. Therefore, the exceptionally significant results presented by Zamboni et al generated extraordinary interest and controversy in both scientific and social communities [27]. According to the Author, CCSVI may play a significant role in MS etiology by means of a venous congestion and an impairment of iron accumulation [28]. Several repetition studies did not reach the same strict evidences and the reliability of the CCSVI-MS association has already been debated [5]–[7]. Moreover, proposed parameters from Zamboni et al has been considered questionable by some Authors [5,29]. “A swan song for CCSVI” has been sung by two recent large and unbiased studies that suggests no association of CCSVI to MS [7]–[9]. Nevertheless, some haemodynamic alterations of venous system in MS patients may represent a functional epiphenomenon of intracranial microvascular impairment. Despite a slight difference in global CBF e CFV between MS patients and HCs, basal arterial and venous haemodynamic features did not differ among groups. The results of this study suggested such an impairment of postural control of both arterial inflow and venous outflow in MS patients without affecting CCP and CVR to apnea. As suggested by Gonul et al, arterial response to postural variation is a reliable method to assess cerebral autoregulation and may depend on autonomic and neurocardiogenic control systems of cerebral perfusion [18]. Several studies observed an orthostatic intolerance in MS patients but the pathophysiological mechanisms has not been elucidated and the relationship with disease severity and progression is still an object of debate [30]–[34]. Since significant changes of non invasively measured MAP and HR in sitting position has not been observed in our series, an impairment of cerebral microvasculature may be suggested but the preserved endothelial-dependent cerebral autoregulation did not support this hypothesis. Moreover, CPP remains stable after 90 s of sitting position and no differences has been found between MS patients and HCs. In addition, postural adaptation of MFVs was not different among sex, age or disease duration groups while a significant association has been observed with clinical disability. More sympathetic rather than parasympathetic dysfunction appears early in the course of MS and correlates with disease progression and MS clinical disability [35], [36]. A noradrenergic dysfunction may determine an altered vasoconstriction that would explain the reduced postural control of arterial inflow independently from changes in arterial blood pressure (ABP) [37]. The same sympathetic impairment could increase venomotor tone with resulting abnormal compliance of venous vessel wall [30]. Although we did not observed significant differences in global CVF between patients and controls, an altered postural control of venous outflow was more prevalent in MS patients, particularly in PP phenotype and in more disabled patients. According to Monti et al, such an explanation may be a no efficient Spinal Epidural Veins outflow as an additional drainage pathway in the seated position [38]. However, the cerebral venous system has more anatomical variability than the intracranial system and is often asymmetrical. The IJVs are the prevalent extracranial outflow pathways in the supine position while redirection of venous blood flow towards the vertebral veins occurs in the upright position [17,22]. In this study, a significant prevalence of right IJV in supine position and no alteration in available intracranial veins have been observed in line with previous findings [22,39,40]. Nevertheless, we did not find any association among anatomical variability, positive ΔCSA and loss of postural venous drainage control. Therefore, any pathology (stenosis) affecting cranio-cervical or azygous venous system such as a IJV's valve incompetence seems not sustainable. Some methodological issues need to be stressed at this point. First, the patients reached head upright in sitting position on a tilting chair and not on a tilt bed assuming a constant MCA diameter. Second, the angle of insonation may change during head up tilt and could adversely affect the results. Furthermore, this is a single cross-sectional centre study with a single trained sonographer. Although patients with recent relapse or treated with corticosteroids have been excluded, the relative impact of disease progression and disease-modifying treatments are not exhaustively elucidated. As a matter of fact, despite several attempts of standardization, ultrasonographic techniques are operator-dependent and this is particularly true for venous assessment because of a wide anatomical and physiological variability of venous system and a high bias due to manual pressure. In addition, the interpretation of extracranial and intracranial venous studies is hampered by the fact that the interobserver and intra-observer reliability of the method is still variable [41]. On the contrary, the strength of this study is a meticulous blinded design and a relatively good sample size with a high percentage of PP-MS patients and a large amount of measured haemodynamic parameters. Considering RR-MS and PP-MS as two clinical opposites of the same disease, we excluded SP-MS patients in order to avoid possible confounding factors. "
2442696,1," In conclusion, our study suggested that the quantitative evaluation of CBF and CVF and their postural dependency may be related to a dysfunction of autonomic nervous system that seems to characterize more disabled MS patients. It's not clear whether the altered postural control of arterial inflow and venous outflow is a specific MS condition or simply represents an “epiphenomenon” of neurodegenerative events. Further studies correlating ultrasonographic hemodynamic data with MR imaging lesion load and with perfusional parameters are needed in order to confirm our hypothesis."
1150,0," We explored the correlation between the distribution of Belostomatidae and Naucoridae and the prevalence of Buruli ulcer. We have found a positive gradient between habitat suitability of Naucoridae and Belostomatidae and Buruli ulcer prevalence. Correlation does not imply caus- ation; this result is not proof that the insects are vectors. However, understanding the reasons for the temporal and spatial changes in this correlation will enable a better understanding of the reasons for changes in Buruli ulcer prevalence. "
1150,1," There are significant temporal changes in this correlation between habitat suitability of the insects and Buruli ulcer prevalence; in Akonolinga the Buruli ulcer prevalence is correlated to Naucoridae and Belostomatidae distribution in the wet season, but not in the dry season. Buruli ulcer is known to have complex temporal changes in prevalence [30,33,34], as is M. ulcerans [14,35]. It is therefore unsur- prising that, if these insects are implicated in maintaining M. ulcerans in the environment, or involved in transmis- sion to humans in some way (either as host vectors, or host carriers), the correlation between Buruli ulcer preva- lence and their abundance would change in time. "
1150,2," We also observe spatial changes in the correlation; water bug habitat suitability is not correlated to Buruli ulcer prevalence in Bankim, 457 km North of Akonolinga. Speculatively, perhaps other routes of transmission may be more important in this region, for example contact with infected plant biofilms, as suggested in Ghana [36]. "
1150,3," How do we interpret this result in terms of the Bradford-Hill guidelines? Herein we have focused on the correlation between these insects and the prevalence of the disease in both space and time. While there is a sig- nificant positive correlation for the predicted abundance of the aquatic insects and the prevalence of the Buruli ulcer, this correlation is not consistent from region to re- gion. Previous research has proposed that M. ulcerans is transmitted within a multi-host transmission network [4]. In such a situation of multiple hosts the relative im- portance of any given mode of transmission may be ex- pected to vary in time or space, and our results are consistent with, though not proof of, this hypothesis. The lack of a clear signal between water bugs and Buruli ulcer in Bankim would suggest that may not be key vectors or host carriers in that region. Recent studies have found notable changes in community composition relevant to M. ulcerans distribution, in the Greater Accra, Ashanti and Volta regions of Ghana, for both plant [35] and aquatic insects [37]. This would support the importance of changing biotic communities as a key factor in changing Buruli ulcer prevalence, a priority for future work. We have found that the prevalence of Buruli ulcer is correlated to Belostomatidae and Naucoridae abundance in Akonolinga but not Bankim, we do not know if the plant community composition for these re- gions, and wider aquatic insect community, also correlates to disease prevalence changes on a similar scale. "
1150,4," The ecological niches of both Naucorid and Belostomatid water bugs in West Africa are predominantly determined by the distribution of suitable landcover in a 5 km radius, preferring water bodies, artificial areas and rain fed crop- lands. The specific land cover at the point of the site (GLC-AP) was less informative. The observation that the most suitable regional land cover class is water bodies is not surprising, but the high suitability of urban areas is curious. Ecologically this could have a variety of causes; there may be changes in the chemical composition of water in these habitats, a reduction in predation pressure, or a greater abundance of food. The specific reasons will require further research. "
1150,5," Our study has been limited in certain points; the low taxonomic resolution of the insects is a current limita- tion in this study. Secondly, an important limitation is that the distribution of M. ulcerans in these insects in these areas is unknown. The distribution of Naucoridae and Belostomatidae infected by M. ulcerans may differ from the distribution of Naucoridae and Belostomatidae generally. However, the insects are known to host the bacillus on their carapace, in their body [10,14,16]) and in their salivary glands [14] in the wild, and the distribu- tion of the insect necessarily sets a limit to the distri- bution of infected insects. A related limitation is the unknown incubation time of M. ulcerans; the time from infection to presentation at the hospital, remains un- known. Finally, we have only addressed a single criterion of the Bradford-Hill guidelines; correlation. We have not aimed for a full discussion of the other criteria, and our findings should not be interpreted as proof of the role of these insects as vectors or key host carriers. Rather, we have discussed the existence of, and change in, a correl- ation between these insects and Buruli ulcer. Future work aims to explore spatial variation in the correlation between Buruli ulcer and the entire plant and animal communities, identifying any similarities between re- gions where the correlation exists, expanding on previ- ous studies [37] which have focused on the community assemblage differences between M. ulcerans endemic and non-endemic regions of Ghana. "
1150,6," Despite these limitations, these results are consistent with previous research, which has shown that in Akonolinga the Nyong river is a risk factor for Buruli ulcer [30]. Our results agree with this conclusion; the main focus of suit- able habitats for the insects in Akonolinga is the Nyong river, where the existence of large plants near the river banks provides appropriate habitat for Naucoridae and Belostomatidae to forage, develop and reproduce. Previous research has also implicated aquatic insects as important including detection of M. vectors in Akonolinga [14], ulcerans in the saliva of the insects. "
1150,7," In conclusion, we find a positive correlation between the abundance of Naucoridae and Belostomatidae suitable habitat and Buruli ulcer prevalence. This correlation is not constant, and changes in time and space. We interpret this as evidence consistent with that idea that Naucoridae and Belostomatidae may be locally important host carriers of M. ulcerans in certain conditions, their importance chan- ging as the environmental conditions change, which would be expected in the situation of multi-host transmission."
1287608,0," This study tested the CCSVI hypothesis with three complementary imaging techniques (US, 4D flow MRI, and CE-MRV) in a large cohort of MS patients and age- and sex-matched controls, including HCs and subjects with other neurological disease. Our study was designed to address limitations of small sample sizes and single modality assessment found in other CCSVI investigations.4–26 To our knowledge, this is the only study that provides a comprehensive assessment of blood flow and luminography using 4D flow MRI in three cerebrospinal venous regions (totaling 14 measurement locations of blood flow), CE-MRV for semiquantitative assessment of vessels in both the IJV and AV, and strictly blinded US exams performed according to Zamboni’s CCSVI criteria.5 "
1287608,1," Without question, the CCSVI hypothesis has led to renewed interest in both intra- and extracranial venous flow measurements, namely in the DCVs, the IJVs, and the AV. From an imaging perspective, venous flow assessment for CCSVI is problematic. First, unlike rigid and muscular arteries, veins have thin, nonmuscular walls that make for an easily compressible and distensible lumen. Hence, veins are highly variable in appearance on cross-sectional imaging, which substantially compromises the test–retest and inter-rater reliability of venous caliber measurements on CE-MRV exams.33 Such variability is especially evident in IJVs which can take a number of different cross-sectional configurations (pinpoint, crescentic, flattened, oblong, etc.). Additionally, unlike stenotic arterial flow jets, a collapsing vein may produce slow flow or even flow reversal. In B-mode US images of IJVs, which are inherently 2D projections, this may lead to over- or under-estimation of lumen size, depending on the vessel shape and transducer direction. Underestimation may also occur if the ultrasonographer uses too much transducer pressure, collapsing the vein. Second, venous flow velocity (within a volume) is sensitive to a number of variables including body position,34 head position or rotation,35 respiratory state,36,37 hydration level,38 diurnal changes, and caffeine intake. Finally, the DCVs of interest in CCSVI—which include the internal cerebral and basal veins—are small and located in areas that are often difficult to assess. In flow MRI, this translates to a need for higher resolution scans and careful correction of phase offsets and displacement artifacts that lead to flow measurement errors. The problem is even more vexing in transcranial Doppler US due to the small or nonexistent temporal acoustic window (roughly 10% of individuals have no acoustic window),39 the variability of operator skill, and the inherent methodological problem adequately blinding technicians to subject status. Many of these criticisms relative to Zamboni’s original diagnosis of CCSVI using US (and the subsequent endovascular treatment) have been examined in more detail previously.40 "
1287608,2," In general, MRI has several benefits compared with US: MRI is the standard-of-care modality for diagnosis of MS, it is less operator dependent and is conducted according to prospective protocols that can be faithfully repeated by fully blinded operators, and it can be used to noninvasively assess vessels inaccessible to US. Drawbacks of MRI include image acquisition is not real time, ECG-gated acquisitions last several cardiac cycles, and measurements can only be made in the supine position, precluding the assessment of positional flow changes.3 "
1287608,3," PC-VIPR29,30 is a particularly powerful technique for flow assessment that utilizes a 3D, time-resolved radial acquisition k-space trajectory. This technique provides several advantages for assessing CCSVI beyond other MRI methods that measure blood flow. First, PC-VIPR is a 3D technique that covers an extensive anatomical volume with high isotropic spatial resolution, allowing entire vascular territories to be rendered during a single scan. Second, compared to a standard 3D Cartesian sampling scheme, the radial acquisition, in which central k-space is oversampled and outer portions of k-space are undersampled, allows for faster acquisition and high temporal resolution. This in turn creates high image contrast and sparse signal representation with background suppression. Finally, the artifacts associated with PC-VIPR do not substantially compromise the images. "
1287608,4," In summary, each imaging technique used in this study has its own strengths and weaknesses, and therefore provides complementary information on cerebrospinal venous vasculature. B-mode and Doppler US provides high temporal resolution and allows for strict adherence to Zamboni’s CCSVI criteria. The inherent 2D nature of US, however, may cause over- or underestimation of cross-sectional area. Further, it is impossible to interrogate the entire cerebrospinal venous system. 3D MRI techniques are more easily blinded and do not have these limitations. CE-MRV provides excellent high-resolution visualization of venous structures. This method acquires results at a single time point and thus may fail to capture potential respiratory or cardiac-induced change. Further, there are currently no established standards for normal venous lumen caliber.15,24 Without such standards, inter-rater agreement measures are unlikely to be high. PC-VIPR provides dynamic measurement of 3D velocities in a large volume with high spatial resolution; however, unexpectedly low velocities may result in poor signal-to-noise ratio and potentially compromise flow measurements. "
1287608,5," With 4D flow MRI (PC-VIPR), there were no statistically significant differences observed between groups (or age- and sex-matched pairs) for any flow measurement, at any anatomical location. Concordant with other IJV flow studies,6,25,33 larger total flow values are seen for the right IJV compared with the left IJV across all groups. However, large standard deviations are also observed, which possibly stemmed from the grouping of varying age and gender for group comparisons. This grouping encompassed a wide range of participant ages (MS: 19–68 years, HCs: 23–74 years, other neurological disease: 22–68 years) and a higher number of women than men (MS: 49F/27M; HCs: 31F/22; other neurological disease: 29F/14M). At baseline, IJV flow measurements are extremely variable. Individual cerebrospinal venous flow measurements are known to be subject to several normal day-to-day variations, such as related to body position,34 head position,35 and hydration levels.38 Previous work has shown these day-to-day flow changes to be as high as 20%, even while demonstrating good technical reproducibility in cerebrospinal venous vasculature measurements using PC-VIPR.33 A previous study using US and CE-MRV in MS patients suggests CE-MRV provides a more robust assessment of IJV narrowing than B-mode US, which can be limited by operator skill and misleading 2D projections.41 Scoring of the CE-MRV analysis indicated good image quality for both the IJV and AV, with particularly high values for the IJV. Although CE-MRV in the chest was performed during a single breath hold, the images are not cardiac resolved. This cardiac motion likely caused the lower image quality seen for the AVs compared with the IJV. Despite good image quality, CE-MRV results from this study differ from previous work concerning extracranial venous scoring24 in which IJV caliber was assessed using a linearly increasing flattening scale. Our semiquantitative approach to venous lumen morphology has precedence15 but may have made consistent scoring problematic, and resulted in moderate (IJV) and poor (AV) interobserver agreement. That said, no significant differences in scoring were observed between subject groups for either scorer. "
1287608,6," Our US studies found that 15.8% of MS patients met at least two CCSVI criteria, but so did a nearly equal percentage of HC subjects (17.0%). These findings are in concert with published CCSVI studies using Doppler and B-mode US which reported high heterogeneity in CCSVI diagnosis (≥2 criteria met). Across the studies listed in Table 1 (excluding Zamboni et al. studies3–5), the percentage of all patients with MS who met criteria range from 06,9,11,18 to 84%23 (across all studies average ± stdev = 20.9 ± 27.6%). The percentage of all HC subjects who met criteria range from 06,9,18,19,23,26 to 45.0%20 (average ± stdev = 9.9 ± 16.0%). Our findings further highlight the high variability in venous anatomy and physiology across subject groups. "
1287608,7," There were relatively equal percentages of subjects who met CCSVI criteria by US and MR. However, US seems to be a more conservative measure of IJV stenosis; lower percentages of subjects were found to have IJV stenosis by US than by either MRI measurement. Results across all subjects suggest that some small amount of reflux in the cerebrospinal venous system exists in both a normal population and MS patients, and that there is no significant difference in the percentage of these groups exhibiting reflux. "
1287608,8," In conclusion, our study demonstrates no significant relationship between MS and IJV stenosis and abnormal flow. We found no difference between subjects with MS and those with other neurological disease, or HC subjects, with regard to venous anatomy and physiology, irrespective of imaging modality. Our results indicate that the CCSVI hypothesis is not strongly explanatory as a cause of MS."
1128341,0," The demographic history of a pathogen population leaves a “signature” in the genomes of modern representatives of that population (18). Reconstructing this history allows us to gain valuable insights into the processes that drove past population dynamics (25). We recognized temporal parallels between the mycobacterial popula- tion dynamics and the timing of health policy changes managing the BU epidemic in the Songololo territory (Fig. 4). The mycobacterial population size increased in the territory during a period of decreased attention to BU that resulted in the loss of specialized personnel. After the start of a national BU program and the implementation of free-of-charge treatment, a strong increase was noted in the number of admitted BU cases which concorded with a detected inﬂection—perhaps a small drop— of the mycobacterial population size. These observations suggest that control strategies at the public health level may have decreased the size of the human M. ulcerans reservoir and that this reservoir is important in sustaining new infections. This hypothesis predicts that even if other environmental reservoirs exist, the number of M. ulcerans infections will decrease if only human cases are treated. "
1128341,1," The M. ulcerans phylogeography revealed one almost exclusively predominant sublineage of Mu_A1 that arose in Central Africa and proliferated in the different foci of endemicity of the Democratic Republic of the Congo, Angola, and The Republic of the Congo during the Age of Discovery (15th to 18th centuries). The principal sublin- eage of Mu_A1 was introduced into the Songololo territory around 1865 (95% HPD, 1803 to 1915), and over the subsequent century (1865 to 1974), it established itself and evolved in six distinct groups across the territory. This timing is consistent with in-depth interviews with former patients and observations of healed lesions that suggested that M. ulcerans infections already occurred in the Songololo territory in 1935 and probably even earlier (22). The genome-based time tree of Central African M. ulcerans thus revealed that the Songololo territory became an area of endemicity while the region was being colonized by Belgium (1880s). Early during the Belgian occupation, the Songololo territory was developed heavily to link the oceanic harbor of Matadi by rail with Kinshasa, where the Congo River becomes navigable, opening up the entire interior of the Democratic Republic of the Congo for economic exploitation (26). The Songololo territory was already inhabited long before the arrival of the European colonizers. The Kongo people are believed to have settled at the mouth of the Congo River before 500 BCE (before the Common Era), as part of the larger Bantu migration (27). However, our data reveal that it was only after the start of colonial rule that the epidemic Songololo M. ulcerans clone was introduced, possibly through the arrival of displaced BU-infected humans or as a consequence of the substantial environmental changes brought by the Belgian occupation of the Songololo territory. "
1128341,2," Similarly to recent studies that used comparative genomics to investigate the microevolution of M. ulcerans during its establishment in a continent (11) or region (13, 16), the genotypes in Central Africa show strong spatial segregation (Fig. 2). This was illustrated by the regional clustering of M. ulcerans from the different endemic BU foci (e.g., Songololo and Tshela) within the phylogenies. This clustering of cases within foci of endemicity reﬂects a common source of infection within the disease focus. These repeated ﬁndings indicate that when M. ulcerans is introduced in a particular area, it remains isolated, resulting in a localized clonal expansion associated with that area. An inspection of the time tree showed that a clonal complex associated with a focus of endemicity often has been pervasive in that region for a considerable time; in the case of Songololo, for around 150 years. Even within the Songololo territory, we observed that the separated eastern Kimpese health area (tMCRA [BAPS-1], 1941) and western Nsona-Pangu health area (tMCRA [BAPS-2], 1922) groups have most likely remained segregated over a timespan of half a century, indicating that M. ulcerans spreads relatively slowly between neighboring regions. This also indicates that environmental reservoirs of the mycobacterium in that region had to remain localized and relatively isolated. "
1128341,3," Unlike the larger geographic scale data, at smaller geographical scales, genotypes start to co-occur. First, four Songololo BAPS groups were found to be cocirculating. Moreover, we observed completely identical genomes originating from patients living in villages separated by distances of on average 17 km, similar to the ﬁndings of recent studies (13, 14). We believe the observed “breakup” of the focal distribution pattern at smaller geographical scales can be explained by the determined low substitution rate that corresponds to the accumulation of just 0.23 SNPs per bacterial chromosome per year. The slow substitution rate severely limits the accumulation of point mutations and as such, lowers the resolving power of the genomes. This explains why (in the most extreme case), over a period of 5 years, identical genomes were discovered in three patients who lived in three different villages separated by 26 km: insufﬁcient time has elapsed for point mutations to accumulate. "
1128341,4," Finally, an old debate relating to the role of Angolan refugees on a resurge of BU in the Songololo territory (24) can be settled. As most of these refugees had already lived in the Democratic Republic of the Congo for several years before their diagnosis, and as some young Angolan BU patients were even born in the Democratic Republic of the Congo without even having visited Angola, an introduction from Angola was already believed to be unlikely. Now, an analysis of our phylogenies shows that no typical Angolan genotypes were detected in Songololo, indicating that the refugees were in all likelihood infected in the Democratic Republic of the Congo. "
1128341,5," In conclusion, in the present study, we used both temporal associations and the study of the mycobacterial demographic history in a focus of endemicity to implicate human-induced changes and activities over (recent) historical scales behind the spread of BU in Central Africa. We propose that patients with infected discharging BU lesions can contaminate slow-ﬂowing riparian and lentic environments through activities involving water contact and that these patients can constitute an important means of bacterial spread. A total of 74% of BU patients identiﬁed during a cross-sectional study (28) of the Songololo territory had ulcerative lesions (49% category I, 31% category II, and 20% category III), indicating that a high percentage of patients might be shedding bacteria into the environment and potentially indirectly infecting others. We suggest that in BU-affected areas, chains of transmission can be broken and the spread of disease stopped through improved disease surveillance, resulting in treatment during the preulcerative onset of the infection. This view is supported by the decline of BU incidence recorded in some regions of endemicity which proﬁted from such enhanced active surveillance practices (29)."
432129,0," Despite the great health and socio-economic burden borne by people affected with BU, little is known about the ecology and mode of transmission of this disease. MU is embedded in an environment that is inherently dynamic, but information on spatio-temporal dynamics of MU persistence and spread is dramatically lacking. The results shown here represent a step forward in the understanding of MU ecology. They provide the first account of MU spatio-temporal dynamics in aquatic communities from a variety of ecosystems within BU endemic regions. We show first that MU is ubiquitous within these regions and can be found in all types of freshwater ecosystems, but swampy areas seem more favorable to MU presence, as demonstrated in Bankim. Then, we confirm that MU is present in nearly all taxonomic groups of the aquatic community, but we show that groups common in streams are minimally colonized. Finally, we demonstrate that MU has distinctive temporal dynamics in each ecosystem and taxonomic group, suggesting that MU occurrence is probably driven by complex ecological interactions between environmental abiotic and biotic factors. "
432129,1," We found that MU presence in Bankim was more restricted to the south of this area, especially between the Mape´ Dam and the Mbam River, where BU cases concentrate [57] and more swamps and flooded areas prevail. The construction of the dam has been previously associated to the emergence of cases in the area [8,22] and proximity to the Mbam River was found to be a risk factor in a case-control study [22]. However, our results suggest that swamps created along the road, rather than the flooded areas created artificially by the dam or naturally near the Mbam after heavy rains, are more favorable to the presence of MU. Swamps are characterized by stagnant waters with low oxygen and high temperatures, which may create conditions favorable to MU growth and specific fauna in which to develop [16–19]. Furthermore, while water level and conditions in flooded areas are highly variable throughout the year, swamps are more stable environments, which could influence the differences observed in these two stagnant ecosystems [58]. "
432129,2," In contrast, MU is present everywhere across the Akonolinga region and all environments presented very similar positivity, although the highest positivity concentrated near the basin of the Nyong river. While climate, land cover or human modifications of the environment could be behind these disparate regional distributions, it could also reflect a spread of the bacteria over time. Indeed, it is possible that MU initially persists in the most favorable environments (swamps), as in the case of Bankim where cases have been reported for less than 10 years [8], spreading over time to other environments where water conditions and aquatic communities are less favorable and/or intermittent along the year, as in the case of Akonolinga where MU is endemic for more than 40 years [6]. Flying insects could be responsible of this dissemination as previously suggested [38,59]. Out of the two taxonomic orders that are both aquatic in adult stage and capable of flight (Coleoptera and Hemiptera), only Hemiptera was found positive in all types of ecosystem. Indeed, this group was found positive to MU in 65% of the sites, more than any other group of the aquatic community (table S4). "
432129,3," MU is present in nearly every group of the aquatic community and no taxonomic group stands among others as the major host carrier of MU. Aquatic vertebrates and invertebrates, as well as semi-aquatic groups, are positive for IS2404 and KR, with similar pool prevalence. This is in line with the idea of multi-host transmission dynamics and more particularly a transmission through ecological webs, where some species can highly contribute to MU transmission without experiencing a significantly larger positivity [32]. Nevertheless, some patterns arise for several specific taxonomic groups. Firstly, the most positive order in terms of pool prevalence are Lepidoptera larvae (caterpillars), an invertebrate with semi-aquatic families mostly living and feeding on riverine aquatic plants [42]. This finding suggests that some aquatic plants might play an important role on MU persistence and development in the aquatic ecosystem or in ecotone areas, and be a source of infection for herbivorous invertebrates. Indeed, some plants could harbor MU in endemic regions [24,60] and they stimulate its growth under experimental conditions [61]. Secondly, groups of aquatic invertebrates that were found mainly in streams such as Trichoptera and Decapoda are among the groups with the lowest pool prevalence. These findings support the hypothesis that MU might not be well adapted to environmental conditions in this type of aquatic ecosystems. "
432129,4," Regarding the seasonal dynamics, MU is present in freshwater ecosystems and aquatic organisms throughout the year but there are fluctuations both between seasons and within each season, as previously demonstrated for MU colonization of water bugs [38]. The highest peak in positivity appears in August and October (i.e. over the high rainy season), and then decreases progressively throughout the high dry season (November to February). These findings could be consistent with the idea of a run-off of bacteria into the aquatic environment during periods of intensive rainfall, as previously suggested [24,62]. However, the lack of correlation between rainfall patterns and the dynamics observed for the various ecosystems and taxonomic orders highlights that more complex interactions might take place within the aquatic community. Differences in feeding habits may explain the distinct colonization dynamics of different orders. For instance, while Hemiptera were found positive all year long (except in May), Coleoptera were repeatedly found negative for more than half a year (Figure 5). These two orders share many common features: they have both larval and adult aquatic stages, many are capable of flight, and their abundance dynamics along the year are very similar (Figure S3 and S4). However, while most families of Hemiptera are voracious predators of aquatic organisms (only Corixidae feed on aquatic plants), families of Coleoptera present a large spectrum of feeding habits that include predators, shredders, scrappers, filtering collectors and omnivorous organisms [41,42]. Laboratory experiments support the idea of a trophic transmission of MU through predation [30,34,63,64] and a mathematical model studying MU prevalence within 27 aquatic communities in Ghana suggested that a transmission through ecological webs is more likely than a purely environmental acquisition from contaminated water [32]. Our results support the hypothesis that biotic interactions may play a role in MU transmission and that MU dynamics could result from a complex interplay between environmental abiotic factors and variations in community assemblages. "
432129,5," We show that important fluctuations in MU positivity take place within each particular ecosystem. For most sites, we checked for the presence of MU in a given month and site by analysing 6 pools of aquatic organisms. This may be insufficient to demonstrate the absence of the bacteria in the ecosystem, since pool positivity overall was lower than 10%. We attempted to increase the chances to detect MU by pooling all individuals of the most abundant taxonomic orders in the aquatic ecosystem, which allowed us to pool and analyze over 60% of the 238,496 individuals sampled without losing comparability of the results. Furthermore, disparate sampling strategies for each region could be behind the differences found between the types of environment for the two study regions. Bankim was only sampled 4 months of the year as opposed to 12 months in Akonolinga. Therefore, we cannot rule out the possibility that sampling in Bankim may have taken place at appropriate times of the year for swamps but not for the other environments in this region. We tried to avoid this by sampling in Bankim at regular intervals (every three months), therefore capturing a maximum of variability along the year. "
432129,6," This study reinforces the idea that MU persists in a wide range of locations [24,40] and taxonomic groups [28] and the pool positivity rates described here (nearly 10% overall) are consistent with previous studies [8,28,38]. This ubiquity of MU and its persistence in the environment throughout the year contrast with the focal distribution and low number of BU human cases in endemic regions. A possible explanation is that while we are likely to be detecting one (or several) of the MU ecovars present in the M. ulcerans Dynamics in Freshwater Ecosystems and Aquatic Communities environment (previously referred to as mycolactone producing mycobacteria), this does not necessarily imply that we are detecting strains of MU with pathogenic potential to cause BU in humans [17,65–67]. Future studies comparing the strain diversity of environmental and human samples with molecular techniques such as SNP typing [68,69] could shed some light on this issue. Furthermore, we rely as previous studies on qPCR amplification of KR and IS2404 sequences as an indicator of the presence of MU, which gives no certainty of whether the DNA detected belongs to viable mycobacteria. The lack of an appropriate technique to culture MU from the environment remains a major limitation of fieldwork studies. Nevertheless, qPCR remains the gold standard for environmental studies on MU ecology [8,27,38,40]. An alternative hypothesis is that while the presence of MU in the environment reflects a potential risk for infection, many environmental and socio-economic factors may need to come together to enable MU transmission to humans. Sero-epidemiological studies have shown that a large proportion of the population living in endemic regions have been exposed to MU, but only a small fraction develop the disease [70]. Therefore, MU might only trigger BU disease under certain environmental conditions (a bacterial concentration threshold and/or contact with a competent, infected vector) or in subpopulations in high contact with potential sources of infection and with increased susceptibility to infection (due to immunity, hygiene, etc.). "
432129,7," In conclusion, this study provides for the first time a detailed characterization through space and time of MU presence in two BU endemic regions with distinct environmental conditions. The understanding of MU ecology to date is still limited, especially regarding the conditions that allow this mycobacterium to persist in the environment and be transmitted to humans. Our study attempts to complete previous approaches by sampling multiple aquatic communities over time in order to better understand the influence of aquatic ecosystems on MU presence and its dynamics along the year. The global trend we describe for MU dynamics could be the result of complex ecological processes, with interactions between environmental abiotic and biotic factors that require deeper analysis, something that is beyond the scope of this paper. However, we believe that coupling data produced by such field studies with fine-scale epidemiological data and integrated through statistical and mathematical models could provide a major step forward in the understanding of MU ecology and BU mode of transmission."
432234,0," In this paper we present results from a large scale study of M. ulcerans in the environment. Although a number of studies have reported the presence of M. ulcerans in environmental samples from endemic regions [13,16,17,33], study where standardized ecological methods were used to reduce sampling bias, and the first to include longitudinal data from both Buruli ulcer endemic and non-endemic sties. One of the mysteries of Buruli ulcer is the close proximity of endemic and non-endemic villages. For example, whereas the disease is rarely reported from the Ga East district of the Greater Accra region in Ghana, it is endemic in the Ga West district despite the fact that endemic and non-endemic villages may be separated by only a few kilometers (Figure 3). Since the climate, rainfall, plant populations and ethnic groups in Ga East and Ga West are similar it has been difficult to understand the differential occurrence of Buruli ulcer within these regions. "
432234,1," The most important finding from this study is that, whereas Buruli ulcer occurs within discrete geographic village foci within endemic regions, M. ulcerans is widely distributed in water bodies in both endemic and non-endemic villages in the Greater Accra and Ashanti regions. This is consistent with its position as an environmental pathogen. We have also been able to repeatedly detect the presence of M. ulcerans within some sites over a 27 month framework suggesting the long term survival and presence of M. ulcerans in specific locations. These results clearly show that the focal occurrence of Buruli ulcer within the Greater Accra and Ashanti regions cannot be explained by the presence or absence of M. ulcerans in the environment. Thus other factors such as demography and human behavior may be important in the epidemiology of Buruli ulcer in these regions. "
