doc_id,discussion_id,text
921401,11,"In addition, our data also suggest that Culicoides cells might function as a natural source of new BTV variants. BTV is an arbovirus and as such must adapt rapidly to replicate in hosts as different as a warm-blooded mammal and insects. An increased variability of replication in Culicoides cells might allow BTV to adapt faster to different selective pressures present in the invertebrate and vertebrate hosts. These data also reinforce the notion that it is critical to avoid the use of modified live vaccines that induce even transient viremia in vaccinated animals. The transmission of vaccine strains in the Culicoides population might then lead to the emergence of “new” strains with the potential to revert to their original phenotype."
921401,12,"Our study has not taken into consideration factors related to the invertebrate host (e.g., species and sites and number of “infectious” bites) that could affect BTV pathogenesis. The insect host certainly plays a role in modulating the interaction between virus and the mammalian host, as some studies are beginning to suggest (86). It is possible that transmission of BTV by different species of Culicoides, in different geographical areas, could influence the pathogenesis of bluetongue in different ways. This is an exceedingly important area of research that will need to be addressed in the coming years."
2299383,0,"Sheep and cattle in the selected herds in this study were commonly exposed to BTV, concurring with previous studies in Zimbabwe. Musuka and Kelly (2000) recorded sero-prevalences of antibodies against BTV in sheep and goats of up to 100% in the north-east of Zimbabwe while Jorgensen et al. (1989) reported an overall sero-prevalence of 71% in indigenous goats at 25 farms across Zimbabwe. Prevalence rates of BTV antibodies, ranging from 64% to 84%, have been reported in sheep and goat populations in South Africa (Gerdes 2004). In North Africa, BTV sero-prevalences in Algeria were found to be only 14% in sheep and 29% in cattle (Madani et al. 2011). In 455 calves sampled in Kenya, BTV antibodies were found in 94% of these animals (Toye et al. 2013). Cattle rarely show clinical signs of BT, however, and are, therefore, not vaccinated in Zimbabwe (Musuka & Kelly 2000). It should be noted, however, that the strain of BTV serotype 8, which recently emerged in Europe, appears more pathogenic in cattle than is usually the case for BTV (MacLachlan & Guthrie 2010) so the situation in Zimbabwe may change. Consequently, animal health officials in Zimbabwe should continue to monitor the exposure rates of cattle to BTV and consider the possibility of emerging BTV strains with increased pathogenicity."
2299383,1,"Cattle sentinel herds recorded high sero-prevalences and sero-incidences of antibodies against EHDV in the selected Highveld populations in Zimbabwe. Antibodies against EHDV were detected in 64% of calves tested in Kenya (Toye et al. 2013) and in 38% of cattle and sheep sampled on Reunion Island (Desvars et al. 2015). The low sero-prevalence and sero-incidence rates against this disease recorded in sheep suggest that cattle, which are likely to be the preferred hosts of Culicoides vector species, as in other countries, may be a more natural host of this virus in Zimbabwe, compared to sheep. Whereas EHDV can cause a fulminant haemorrhagic disease syndrome in white-tailed deer, similar infections of ruminant livestock are usually subclinical or clinically inapparent. Nonetheless, it is now widely accepted that EHDV infections in some circumstances have resulted in disease in cattle (Maclachlan et al. 2015). Maclachlan et al. (2015) reported strains of EHDV serotypes 2, 6 and 7 as the apparent recent cause of a BT-like disease syndrome of cattle in northern and southern Africa, Reunion Island, North America and the Mediterranean Basin, including Algeria, Israel, Jordan, Morocco, Tunisia and Turkey. Affected cattle in North Africa and Israel exhibited BT-like disease signs when infected with EHDV serotype 7 (MacLachlan & Guthrie 2010). Ibaraki disease, an acute febrile disease in cattle caused by a variant of EHDV serotype 2, was first reported in the central and western parts of Japan in 1959 (Inaba 1975). The host and virus factors that may lead to the expression of EHD in cattle remain, however, undetermined (Maclachlan et al. 2015)."
2299383,2,"In Zimbabwe, the sero-prevalence of antibodies against EHDV was, however, lower than the sero-prevalence of BTV antibodies in both cattle and sheep, suggesting that domestic ruminants in this country are less susceptible to EHDV than BTV, or that the vector species of Culicoides, which transmit EHDV, are different to those that transmit BTV in Zimbabwe. Venter (2015) classified C. imicola as the most important vector of BTV to livestock in South Africa. In the Sudan, Mellor, Osborne and Jennings (1984) isolated BTV only from C. imicola while EHDV isolates were made from Culicoides schultzei group midges. Lee (1979) also reported the isolation of EHD group viruses from C. schultzei collected in Nigeria. Gordon et al. (2015) recorded C. imicola as the most abundant species trapped in Zimbabwe and only recorded very low numbers of Schultzei group midges."
2299383,3,"The highest prevalence of both BTV and EHDV in cattle was detected during the second rainy season (2000/2001). This was a season which recorded above-average rainfall (Department of Meteorological Services, Belvedere, Harare, Zimbabwe). During each rainy season, most seroconversions to the BTV and EHDV occurred towards the end of the season. Mellor (1990) states that this delay reflects the increase in vector numbers and the viraemia, which develops in the infected ruminants, providing a source of infection for further vectors. Large populations of Culicoides vectors have been reported previously in Zimbabwe in areas with high average annual rainfall and summer temperatures (Gordon et al. 2015; Musuka et al. 2001). Large catches of Culicoides have also been recorded in the warm, summer rainfall areas of South Africa (Venter 2015; Venter, Nevill & Van der Linde 1997). Coetzee et al. (2012) state that BT is commonly reported in South Africa in late summer in areas with high rainfall and after good rains. Rainfall data would need to be utilised in future studies to demonstrate the association between rainfall, Culicoides numbers and the sero-incidence of BTV and EHDV in Zimbabwe."
2299383,4,"In this study, the only BTV serotype identified was serotype 3. While this serotype has not been previously reported in Zimbabwe, Coetzee et al. (2012) reported that serotypes 1–6 are commonly encountered in neighbouring South Africa. Sghaier et al. (2017) recently identified serotype 3 in Tunisia while Desvars et al. (2015) attributed BTV-3 as the cause for a clinical outbreak in Merino sheep on Reunion Island. Previous studies have identified BTV serotypes 1, 2, 8, 10, 11, 12, 15, 16 and 18 from Culicoides vectors in Zimbabwe, although these studies were also restricted to samples from the Highveld region (Blackburn et al. 1985; Gordon et al. 2015). As yet, no data exist on the distribution of BTV or EHDV serotypes in the Middleveld or Lowveld plateaus of Zimbabwe."
2549955,0,"Several studies have modeled the effect of vaccination on BT spread and simulations have demonstrated that vaccination can be a highly effective means to control BT epizootics when a high level (>80%) of vaccine coverage is achieved [14], [15], [17], [18]. However, field studies investigating the effect of vaccination against BTV are rare. To our knowledge, our study is the first to have quantified vaccine induced reductions in the velocity of BTV spread using data from a real epidemic. After accounting for environmental factors known to influence the velocity of BT spread, vaccination divided by a factor 2 the mean velocity at which BTV-1 spread across the study area. Vaccination thus helped to slow down disease progression by decreasing the number of infectious hosts and vectors, and consequently the probability that infected vectors bite susceptible hosts in a non-contaminated area. Despite regulations on farm animal movements, BT has rapidly spread in Europe during the 2006–2008 BTV-1 and BTV-8 epizootics. Vaccination was the only efficient method that could stop BTV-8 and BTV-1 spread, and decrease the number of BT foci until apparent full eradication of BT among European livestock."
2549955,1,"Since previous studies have estimated the velocity of BTV-8 spread in France and the effects of environmental covariates [23], [24], a comparison of BTV-1 and BTV-8 epizootics is possible. In both cases, restrictions were imposed on animal movements. Regarding the velocity of BT spread, the mean value of velocity of spread was similar for both serotypes (5.4 and 5.6 km/day for BTV-1 and BTV-8, respectively). The first and ninth deciles of the estimated velocities were 1.9 and 10.4 km/day for BTV-1 and 3.7 and 7.8 km/day for BTV-8, thus the distribution of estimated velocities appeared narrower for BTV-8 than for BTV-1. Moreover, the lower values of velocities that were observed for BTV-1 than for BTV-8 may be related to the effect of vaccination. Indeed, contrary to what was observed for BTV-1, there was no large area with high vaccine coverage for BTV-8. Regarding the influence of environmental factors, variables related to the ecology of Culicoides vectors (weather and elevation) were the main factors influencing the velocity of BT spread for both serotypes. Weather at a two month-lag plausibly could affect Culicoides abundance through direct effects on demographic life cycle parameters e.g. larvae and pupae require moist habitats, adults are prone to desiccation [3], and temperature is known to influence survival and duration of all stages of life cycle [45]. Weather at a one-month lag is most likely to influence Culicoides activity [46], [47]. The strong negative effect of temperature and the positive effect of rainfall, both at a two-month lag, suggest that in late summer (most clinical cases occurred in August and September) Culicoides dynamics in south-western France become damped when high temperatures exacerbate low level of moisture availability, a combination of factor which is known to induce low survival rates [48], [49]. However, at a one-month lag, monthly averages of maximum daily temperature around 24°C were associated with slightly increased velocities. These apparently contrasting results could reflect that incidence rates were greatest following several months of more or less exponential growth in both vector and virus populations and immediately prior to a desiccation induced crash in vector abundance effectively damping the velocity of further spread. Velocity of BTV-1 spread was also influenced by elevation, the highest velocity being observed for an elevation range between 280 and 454 m. The influence of elevation on velocity of BT spread, which was also observed for BTV-8 [23], was probably related to abundance, species composition and vector competence of the Culicoides vector populations. Indeed, Culicoides populations from the Obsoletus Complex have been found in Europe along a broad altitudinal cline [50], but their abundance changed with elevation. Moreover, Carpenter et al. [51] observed in the United Kingdom a variation of Culicoides susceptibility to BTV infection according to geographic areas within and between species and populations. Similar variation of Culicoides susceptibility and competence may partly explain the effect of elevation on velocity of BT spread. The positive effect of beef cattle density on BTV-1 spread contrasted with the negative effect of dairy cattle density on the BTV-8 spread. This might be related with differences in cattle management practices. Indeed, dairy cattle are kept close to farms, thus creating localized clusters of hosts and a relatively discontinuous pattern of host availability, which might be less favorable to BT spread. By contrast, beef cattle herds tend to be scattered throughout the landscape, a spatial arrangement that facilitates BTV progression [23]. High densities of small ruminants were negatively associated with the velocity of BTV-1 spread, a result that was also observed for BTV-8. With 1.3 million reproductive animals in 2008, dairy sheep farming was more important than meat sheep farming (926,000 reproductive animals) or goat farming (145,000 reproductive animals) in south-western France. Furthermore, according to our 2008 small ruminant count data, dairy sheep flocks are larger than meat sheep flocks, with a mean value of 153 versus 49 animals. Consequently, the negative association between high small ruminant densities and velocity may be due to dairy sheep management practices, which are similar to the dairy cattle management practices mentioned above. Another hypothesis would be that small ruminants were less competent hosts for BTV-1 than cattle, which may cause a dilution effect, and ultimately a negative association between high density of small ruminants and velocity of BTV-1 spread. One landscape-related covariate was significantly linked with velocity: the edge density between arable land and forests. This finding is consistent with previous results as edge density between arable land and forests was identified as a BTV-8 seropositivity risk factor for cattle in France [4]. It was also related to velocity of BTV-8 spread [23]. Arable land may serve as feeding areas for wildlife and forests provide breeding [52] and resting sites [50] for Obsoletus Complex midges. Edges between these habitats may facilitate contacts between BT vectors and wild hosts, then influencing BT dynamics."
2549955,2,"Finally, two potential weaknesses of our study need to be considered. First, we used clinical cases to describe BT spread, and they may suffer from biases because of asymptomatic animals and, to a lesser degree, under-reporting of diseased animals. Consequently, the 1,595 municipalities included in the study might not represent an exhaustive sample of contaminated municipalities. Regarding asymptomatic animals, the severity of BT infection is influenced by various factors including host species, breed, age, individual susceptibility, environmental factors and BTV serotype [53]. Little information is available on BTV-1 clinical signs: the most common clinical signs observed in small ruminants are fever, depression, lethargy, facial edema and salivation [54]. However, a recent experimental study showed that BTV-1 infection induced more marked clinical signs in sheep than BTV-8 infection [55]. Moreover, as farmers received monetary compensation for BT diseased animals, under-reporting was probably rare. We could thus expect limited biases of BTV-1 clinical cases. Furthermore, even if the real BT clinical incidence was underestimated, it did not preclude an unbiased estimate of the spatial trend [56]. A second weakness of our study is that we did not account for wind-mediated vector movements on BT spread [57], [58]. However, our main purposes were to assess the effect of vaccination on BTV-1 spread velocity, and to compare the effect of environmental features on this velocity with previous results obtained for BTV-8. The effect of wind was beyond our scope."
341358,0,"Our study provides evidence for the serological prevalence of circulating antibodies against BTV and RNA of the BTV-1, − 2, − 3, − 15, and − 16 serotypes in the dairy cattle population in South Korea. The present study demonstrated that BTV infection was prevalent in the dairy cattle populations analyzed, in which approximately one in five dairy cattle herds and one in six dairy cattle were infected (Table 1). Further studies might include virological and serological investigations of BTV-4 and -7 circulating in South Korea because neutralizing antibodies against BTV-4 and -7 have been detected in dairy cattle serum samples. However, none of the blood samples in the present study showed virological evidence of BTV-4 and -7. To understand the results of the present study, it is important to know that South Korea has no vaccination program for bluetongue. Thus, the high seroprevalence of BTV infection in South Korea can be assumed to reflect a natural infection of the dairy cattle evaluated."
341358,1,"Briefly, with respect to Asian countries and the Middle East, the overall seroprevalence obtained was lower than that previously reported in this species in Taiwan, Nepal, India, and Japan [31–34], but higher than that previously reported in central and south-east Iran [35, 36]. The seroprevalence of BTV infection described in our study (18.2%) is comparable to that described among sentinel ruminants, such as cattle, buffalo, and goats, in China (17.1% seroprevalence) [37] and Indonesian ruminants (2–23% seroprevalence) [38]. The seroprevalence determined in this study is lower than that described among ruminants in Taiwan (32.7% in cattle and 8.2% in goats) [31], sentinel cattle in Japan (5–71%) [13], and sheep and cattle in Israel (16.7% in sheep and 63.2% cattle) [39] but higher than that reported in domestic yaks in China (2–5%) [23]."
341358,2,"It was noted that 81.1% (28/34) of the seropositive dairy cattle herds clustered at either < 30% or > 81%, suggesting a “bimodal” distribution (Fig. ​(Fig.2),2), similar to that described by Taiwanese and Dutch research groups [31, 40]. The total dairy cattle population of South Korea is mostly composed of the Holstein breed. In 2015, the dairy cattle population in South Korea was composed of 402,405 bovines, which were kept on 5,407 holdings (approximately 74 dairy cattle per holding) [41]. The highest density of dairy cattle was in Gyeonggi Province, with 15.7 dairy cattle per km2 (Fig. ​(Fig.2).2). The lack of clinical signs of BTV might also be because the development of bluetongue in sheep has attracted little attention in South Korea because of the very small number of domestic sheep. Consequently, most BTV episodes throughout the world may be completely silent. Therefore, the results of the seroepidemiological surveillance performed in this study suggest that subclinical or mild BTV infection of ruminants in South Korea is prevalent almost every year and that there are repeated and recurrent infections among domestic cattle and other ruminants in the affected regions."
341358,3,"Despite the serological evidence of BTV infection and the serotype distribution in dairy cattle, there is no clinical report of bluetongue in any species in South Korea. BTV is apparently still infecting dairy cattle but causing subclinical disease. The factors related to the lack of a routine monitoring system, difficulties in making a clinical diagnosis, and misdiagnoses of similar viral diseases should also not to be ignored. For example, Aino virus, Akabane virus, Chuzan virus, and Ibaraki virus present the greatest difficulty for differential diagnosis because these viral infections cause similar symptoms and have high seropositive rates in sentinel cattle in South Korea, 33.2% for Aino virus, 40.2% for Akabene virus, 29.1% for Chuzan virus, and 7.5% for Ibaraki virus [42]. In the present study, an intra-class correlation coefficient of 0.21 was found, indicating that the correlation between two animals within a herd with respect to the BTV result was relatively high. The intra-class correlation coefficient of livestock infectious disease is usually < 0.2 and ranges from 0.04 to 0.42 [43]. This finding indicates that in any particular dairy cattle herd, it is likely that either most dairy cattle in that herd will be serologically positive or most will be negative. Our results revealed a significant association between age and BTV seroprevalence in South Korea, and a similar association was previously reported by several groups studying other cattle populations [44–46]. This association between age class and BTV seropositivity can be explained by a longer time of exposure for adults [46, 47]. The proportion of seropositive animals increased with age, probably resulting more from prolonged exposure of the adults to the vector than to any resistant status of juveniles. BTV infection significantly decreased with the increase in the number of dairy cattle inside a farm. The virus pressure in the vectors and ruminants would decrease due to the dilution effect caused by the increase in the density of susceptible dairy cattle on the farm. Nevertheless, this interesting finding requires further investigation. The results obtained from this study indicate that northern and eastern regions are areas of relatively low BTV seroprevalence. Relative to the factors that affect the likelihood of infection at an individual animal level, living in southern and western regions in South Korea increased the risk of being BTV positive compared with living in northern and eastern areas. This result could partially be explained by the spatial distribution of the Culicoides group, but the association between the BTV epidemiology and Culicoides vector distribution in South Korea is not fully understood."
