doc_id,result_id,text
429330,3.0," Multivariate analysis. For multivariate analysis, the main recoded in two categories, exposure ‘‘bed net use’’ was ‘‘Systematic bed net use Yes/No’’ by pooling the two categories ‘‘Never’’ and ‘‘Rare to often’’, which were both associated with an increased risk of disease in the univariate analysis (Table 5). Independent factors associated with an increased risk of BU were bathing for hygiene in the Mbam River (OR [95%CI] = 6.9 [1.4–35], p = 0.02) and reporting small scratch wounds after insect bites (OR [95%CI] = 3.8[1.0–14], p = 0.03). Factors independent- ly associated with a decreased risk were systematic use of a bed net (OR [95%CI] = 0.4 [0.2–0.9], p = 0.04), use of soap to cleanse wounds (OR [95%CI] = 0.1 [0.03–0.3], p,0.001) and growing cassava (OR [95%CI] = 0.3 [0.2–0.7], p = 0.005). No significant interaction was found in the final model between variables and a variable ‘‘interviewer’’. No significant interaction was found between these variables and age category or gender. Detailed results of variable selection process are provided in supplementary text S1. "
429330,4.0," Univariate analysis showed a few associations that did not reach significance level (table S2). Of note among those were: bed net use which was associated with a decreased risk (OR [95%CI] = 0.4 [0.1–1.4], p = 0.13); watering a garden, associated with an increased risk (OR [95%CI] = 3.1 [0.6–15], p = 0.13); and reporting scratch wounds after insect bites, associated with an increased risk of BU (OR [95%CI] = 2.3 [0.8–6.7], p = 0.10). No significant association with BU was revealed in multivariate analysis (table S2). "
429330,5.0," If we assume that the relationship between a protective factor and risk decrease is truly causal, we can calculate the proportion of cases in the general population (represented by the controls) prevented by this protective factor, based on the relative risk and the frequency of the factor in the general population (again, represented by controls). The preventive fraction for systematic bed net use was 32% (proportion of controls systematically using a bed net: 53%, OR = 0.4). Likewise, the fraction of cases prevented by adequate wound hygiene practices (using soap to cleanse wounds) was 34% (proportion of controls using soap: 38%, OR = 0.1). "
193334,0.0,"The demographic and clinical characteristics of all the 79 TGA patients, and the subset of 45 patients and 45 age- and sex-matched controls who underwent complete MRI, MRA, and MRV examinations are shown in Table 1. The patients and controls did not differ significantly in terms of their vascular risk factors. The TAMVs, FVs, and CSAs of the bilateral IJVs in the age- and sex-matched 45 patients and 45 controls are shown in Table 2. As compared to the controls, the TGA patients exhibited significantly lower TAMVS at the J2 and J3 segments of the bilateral IJVs. They also exhibited significantly lower FVs in the left IJV at the J2 and J3 segments and in the left VV. The FVs were not significantly lower in the right IJV; however, the patients still exhibited significantly lower total flow volumes in the bilateral IJVs and VVs. In both the patients and controls, the CSAs of the bilateral IJVs were not significantly different either at the J2 or J3 segment. The TGA patients exhibited a significantly higher prevalence of IJVVI (patients vs. controls: 82 vs. 44%); however, the side-specific prevalence was significantly greater on the left side (patients vs. controls: 53 vs. 20%), while the right-sided prevalence being comparable between the patients and controls (patients vs. controls: 29 vs. 24%). Furthermore, we detected a significant difference in the prevalence of left-sided IJVVI between the subjects with and without the presence of left BCV compression/stenosis [19 (61%) vs. 14 (24%), p = 0.0044]. "
193334,1.0," We have often observed that the IJV drainage flow usually appears ~4–8 s after initiating the VM, so we simply defined the complete absence of IJV drainage flow at the J2 or J3 segment within 10 s of initiating the VM as IJV “non-patency.” Table 3 displays the relationship between the ultrasound findings of IJV non-patency during the VM, and the MRI findings of venous compression/obstruction or TS hypoplasia in those 90 study subjects (45 patients and 45 controls). For the left IJV, the prevalence of ultrasound-detected IJV non-patency during the VM was significantly greater at the J2 segment in the study subjects with an upstream TS hypoplasia than that in the patients without such hypoplasia (56.9 vs. 44.3%, respectively; p = 0.0425). For the right IJV, the prevalence of IJV non-patency at the J2 segment was significantly higher in the patients with IJV compression at C1 or C4 than in the patients without such compression (62.07 vs. 28.57%, respectively; p = 0.0111). We found no significant difference in the prevalence of bilateral IJV non-patency during the VM between those age- and sex-matched patients and controls who underwent complete MRI examinations. However, since there are no statistical differences in all the flow profiles between two groups of TGA patients with and without venous MR imaging as shown in Table S1, thus we included the 34 patients who underwent complete ultrasound examinations but incomplete MRI examinations for analysis, we found a significant difference in the prevalence of IJV non-patency during the VM between the patients and controls (Table 4). Specifically, we found that the patients exhibited significantly higher IJV non-patency at the right J3 segment (patients: 32.1%; controls: 11.6%; p = 0.0128), but not significantly higher in the left J3 segment (patients: 49.35%; controls: 37.21%), and the right J2 segment (patients: 44.00%; controls: 32.56%). "
432326,0.0,"M. ulcerans phylogeny in Cameroon We sequenced the genomes of 82 M. ulcerans strains isolated from 45 IS2404 qPCR confirmed Cameroonian BU patients. Patients were identified between 2010 and 2012 and came from two geographically separated BU endemic regions of Cameroon, the Mapé and the Nyong river ba- sins. Prior to treatment, ulcerative lesions were sampled with a cotton swab for laboratory con- firmation of the clinical diagnosis, primary isolation of the disease causing organism and WGS of the isolated M. ulcerans strains. The mapping of the obtained Illumina sequencing reads against the reference strain resulted in an average coverage of 380 reads per position per genome. We reconstructed the phylogenet- ic relationship among 45 Cameroonian (one strain per patient), five Ghanaian and three Beni- nese M. ulcerans isolates based on 26,740 variable nucleotide positions, rooting the tree using a published M. marinum genome (Fig 1). The phylogenetic tree showed a very strong geographi- cal structure. The chromosome tree of the Cameroonian M. ulcerans isolates showed two dis- tinct lineages, the first one containing all the Nyong river basin isolates (Nyong lineage) and the second one all the isolates from the Mapé region (Mapé lineage). The Mapé river basin iso- lates were more closely related to a set of published genomes [13] of Ghanaian and Beninese isolates that we included in the analysis, than to the Nyong lineage. The two Cameroonian clonal complexes differed in altogether 828 SNPs shared by all members of the respective line- ages (Fig 1). The plasmid phylogeny reflected the topology of the M. ulcerans chromosome phylogenetic tree (Fig 1), supporting the hypothesis of a unique acquisition of the plasmid during the emer- gence of M. ulcerans [30] followed by parallel evolution between the chromosome and the plasmid. "
432326,1.0," Genetic diversity among the Cameroonian isolates We analysed the genetic diversity within the two Cameroonian geographical lineages separately (Fig 2). The genetic diversity observed for the Nyong river basin isolates (median pairwise SNP difference = 26.2 SNPs) was significantly higher (p-value < 0.0001) than for the Mapé basin isolates (median pairwise SNP difference = 7.6 SNPs). Furthermore, an analysis of the pairwise geographic distance of seven isolates from the Eastern Nyong river basin (approximately 1090 km2) and of four isolates from Western Nyong (approximately 625km2) still yielded values that were higher (median 24 and 36 pairwise SNP difference) than for the Mapé isolates (Fig 2). The higher genetic diversity thus does not seem to be related to the broader geographical distribution for the Nyong river basin isolates (approximately 8600 km2) compared to the Mapé river basin isolates (approximately 6400 km2) (Fig 3A2 and 3B2). These results were also reflected in the phylogenetic tree, where branch lengths were longer for the Nyong river basin strains than for the Mapé river basin isolates (Fig 1). The gene encoding for rpoB, which is known to harbour drug resistance mutations against rifampicin in M. tuberculosis [31], was not affected by SNPs in any of the M. ulcerans strains analysed here. When analysing the nucleotide diversity distribution along the chromosome by calculating the average nucleotide pairwise diversity per site (Pi) for both lineages, 99.9% of the genome was found to be highly conserved (S1 Fig). However, the average nucleotide diversity per site for the Nyong river basin lineage was 3.2 times higher than for the Mapé river basin lineage (4.10e-6 versus 1.3e-6). The regions of the genome with higher nucleotide diversity (0.375e-4 and 1.25e-4, respectively) seemed randomly distributed across the chromosome for both line- ages (S2 Fig) and the gene content of these regions varied between the two Cameroonian line- ages, comprising affected genes of diverse functionalities (S3 Table). "
432326,2.0," Phylogeographic analysis of the Cameroonian M. ulcerans isolates In order to analyse the distribution of genetic variants within the endemic areas, we recon- structed median joining networks for the sequenced strains and mapped the places of residence of the patients from which the strains originated (Fig 3). The network of the Mapé river basin isolates had a star structure with two isolates (BP130 and BP140) at the centre. All the other isolates were connected to this centre and separated by three to nine SNPs. While the SNP distance between the two central strains was zero, the geo- graphical distance between the corresponding residence places of the two corresponding pa- tients was 19.5 km. A total of four clusters were distinguished in the network: blue formed by two isolates, green and yellow formed by three isolates each and the red cluster as a complex structure formed by nine strains. The strains belonging to the red cluster shared two SNPs, the green ones also two SNPs, the yellow ones four and the blue ones shared three SNPs. All the grey strains were not forming clusters and differed by 1 to 11 SNPs from the central strains. In the network of the Nyong river basin isolates we observed only three clusters formed by three (green), seven (red) and one strain (blue). The isolates from the red cluster shared six SNPs, while the isolates from the green one shared only two SNPs. Overall, for both BU endemic areas in Cameroon we did not find a clear correlation between the genetic networks and the geographic distribution of the houses where the patients lived in the year prior to the onset of BU disease (Fig 3). Statistical analysis with the Mantel test for the smaller subset of Nyong sam- ples resulted in a positive and marginally significant correlation between the geographic and genetic distances (r = 0.2785, p-value = 0.054), whereas the test performed for the Mapé set of isolates resulted in a small non-significant negative correlation (r = -0.04774, p-value = 0.676). "
432326,3.0," Rate of acquisition of SNPs In the course of this genomic epidemiological study we obtained from three patients isolates from two or three different time points during the course of their disease (Table 1). When com- paring the SNP diversity between the isolates from the same patient, only one SNP difference was observed between two sequential isolates (Table 1). The affected gene (MUL_1383) en- coded for a hypothetical protein and the detected mutation was synonymous. No SNP differ- ence was observed between two strains isolated from two distant ulcers of one patient (Table 1). "
2547425,0.0,"CCSVI criteria I - Reflux in the IJV or VV in sitting and supine posture. We found no evidence of reflux using colour and duplex Doppler at any level bilaterally in either of the IJV or VV in any subject (Table 2). Reflux cannot be assessed in the transverse plane (Figure S3). Venous flow was spontaneous, phasic and caudal in both supine and upright positions (Figure S4). Reflux (>0.88 s) was never seen. In one control subject a vertebral vein was not visualized in the supine position. "
2547425,1.0, CCSVI criteria II - Reflux or no flow in the DCV. Flow in a DCV was assessed in the supine position. In one MS patient a DCV was not seen. There was no evidence of either reflux or cessation of flow in any of the study groups (Table 2). flow was mono-directional and did not change with either inspiration or expiration (Figure S5). 
2547425,2.0," CCSVI criteria III - High Resolution B-mode evidence of IJV anomalies or stenosis. Gray scale assessment of the IJV displayed anomalies in 3 out of 199 subjects (1.5%, see Table 2). The B-mode anomalies appeared as malformed or irregular valve movements. In all subjects, flow patterns were not altered and the anomalies did not represent vascular narrowing. There was no significant difference in maximum IJV velocities between matched cases and controls. After adjusting for the Bonferroni correction, none of these differences was statistically significant at any location (J1, J2, J3) or at either side (right or left). "
2547425,3.0," CCSVI criteria IV - Flow not detectable by Doppler in the IJVs and/or VVs despite numerous inspirations in sitting and supine posture. Flow was detected in all patients with the exception of one control patient in whom one VV was seen in the upright position but not in supine. was displayed in both planes at J1, J2 and J3 by optimizing PRF, angle of insonation and color gains (Figure S6). There was no evidence of blockage found in either study group or at any of the levels measured (Table 2). "
2547425,4.0, CCSVI criteria V - Reverted postural control of the main cerebral venous outflow pathways (IJV CSA supine-upright). ΔCSA was calculated as supine - upright. A negative ΔCSA would reflect abnormal venous drainage in accordance with the Zamboni hypothesis that the supine CSA would be diminished in patients with MS. Two MS patients and one control subject demonstrated a negative ΔCSA (Table 2). 
2547425,5.0," Zamboni criteria. The number of study participants who fulfilled each Zamboni criteria is shown in Table 2. No participants satisfied the first, second, or fourth criteria, three fulfilled the third criterion and three satisfied the fifth criterion. Exact conditional logistic regression analysis reveals no differences between cases and controls for any of the five criteria. Amongst all participants only one PPMS patient fulfilled the minimum two of five Zamboni ultrasound criteria for CCSVI and none filled more than two (Table 3). Analysis of the Zamboni rule with exact conditional logistic regression reveals no difference between cases and controls (p = 0.991; Table 4). Due to the sparse nature of the data (i.e., infrequent positive criteria) we could not obtain a point estimate of the odds ratio and its corresponding 95% confidence interval. "
2547425,6.0, Magnetic resonance imaging The between-reader reproducibility of MRI flow measurements was high—with ICC values varying from 0.81 to 0.94 for all segments. The comparison between absolute flow in the high neck and mid-neck IJVs as well as the straight sinus of all MS cases and control subjects is shown in Figure 1. There are no statistically significant differences between these flow values. A consistent finding was that flow in the right IJV was always higher than that in the left IJV. The differences in flow asymmetry (right IJV – left IJV) between MS cases and controls for the upper IJV and mid-neck IJV were not statistically significant (Table 5). Examination of the extra- and intra-cranial venous anatomy using contrast MRV revealed no evidence of stenoses or other venous abnormalities between cases and controls. 
232756,0.0,"Observation learning induces rapid auditory discrimination: \n During a pre-training phase, experimenters (EXP) were accustomed to air-puffs that followed one of two auditory stimuli of different duration. Then a training phase followed, during which we exposed EXP to the full training set of 10 auditory stimuli (Fig.�2a left panel and Supplementary methods). Gradually, EXP learned to escape from the perch more often in puffed trials; their escape probabilities (cumulated from trial onset to trial end) became larger on puffed trials than on unpuffed trials (Fig.�2b left and right). We quantified the birds� ability to discriminate stimulus class by the difference in (cumulative) escape probabilities (dPesc) between puffed and unpuffed trials (Fig.�2b, c, d, e). EXP attained a statistical performance criterion (based on the perching behavior in the most recent 800 trials,�see Methods and Supplementary Figure�1d) after 4700 [800, 10500] trials (median [range], n?=?10 birds). This criterion defined the end of the training phase, at which time EXP displayed a dPesc of 0.35 [0.27, 0.46] (median [range], dPesc averaged over the last 3 blocks of training, including the criterion block). After the training phase (or observation phase for observers), the experimenter was replaced by the observer (OBS) and a naive bird was placed in the observer�s cage. Then we began testing the OBS using the same pre-training and training paradigms it was previously allowed to observe. We refer to the training of observers as testing, Fig.�2a right panel. \n  At the beginning of the testing phase (first 3 testing blocks), OBS displayed a significantly higher discrimination performance than EXP at the beginning of their training phase (dPesc in first 300 trials: EXP (n?=?10) 0.2 [0 0.32], OBS (n?=?9) 0.4 [0.16 0.64]; EXP � OBS, median difference?=??0.22, p?=?0.013, test statistic?=?15; two-sided Wilcoxon rank sum test; 95% CI?=?[-Inf ?0.1]), Fig.�2d. Surprisingly, OBS� initial performance was no worse than that of EXP who had reached the learning criterion (average initial dPesc?=?0.40 in n?=?9 OBS vs average final dPesc?=?0.36 in n?=?10 EXP). OBS reached the performance criterion nearly instantaneously, in only 900 [800, 5600] trials (median [range], n?=?9 birds), less than a third of the trials required by EXP (two-sided Wilcoxon rank sum test with alternative hypothesis: EXP ? OBS, median difference?=?3100, p?=?0.015 (not exact), test statistic?=?75; 95% CI not computed because of ties), Fig.�2f. After reaching the criterion, OBS showed a significantly higher discrimination performance than EXP (dPesc at criterion in OBS?=?0.46 [0.29, 0.65]; EXP � OBS, median difference=??0.17, p?=?0.005, test statistic?=?12; two-sided Wilcoxon rank sum test; 95% CI?=?[?0.2 ?0.031]), Fig.�2e."
232756,1.0," Observers generalize poorly compared to experimenters \n  To compare generalization in experimenters and observers, first, we allowed generalization observers (GENOBS) to watch generalization experimenters (GENEXP) learn to discriminate the stimuli in the training set, after which we tested both groups of birds on the generalization set of stimuli, Fig.�3a. Contrary to our findings on the training set, GENOBS initially showed significantly poorer discrimination on the generalization set (average dPesc over the first 3 blocks (median [range]) in GENEXP: 0.41 [0.34, 0.6] and in GENOBS: 0.2 [?0.02, 0.54]; GENEXP � GENOBS, median difference?=?0.24, p?=?0.019, test statistic?=?67, two-sided Wilcoxon rank sum test, 95% CI?=?[0.016, 0.36]), Fig.�3b, c. GENOBS also took more time than GENEXP to reach criterion (3600 [800, 13300] trials in n?=?9 GENOBS versus 800 [800, 2200] trials in n?=?9 GENEXP; GENEXP�GENOBS median difference�?=??2800, p?=?0.006 (not exact), test statistic?=?10, two-sided Wilcoxon rank sum test; 95% CI not computed because of ties), Fig.�3d. \n  GENOBS needed more trials to reach the learning criterion than did OBS (GENOBS�OBS, median difference?=?2100 trials, p?=?0.044, test statistic?=?63.5, two-sided Wilcoxon rank sum test), demonstrating that observers reacted to small differences between stimuli from the training and generalization sets. Thus, overall, observers seemed to associate the perch-escape behaviors by experimenters much more exclusively with the presented auditory stimuli than did the experimenters themselves, who associated the air puffs inclusively with the stimuli (to include similar stimuli from the generalization set). \n  We inspected the escape behaviors of observers and experimenters. We found that after reaching the learning criterion, EXP and OBS displayed similar perch escape strategies. That is, they tended to abruptly increase their perch escape rates just before air-puff onsets (Supplementary Figure�2a, b), suggesting that birds responded by learning to escape the air puffs rather than by learning to stay when no puff was imminent."
232756,2.0," Observers do not learn through passive perceptual processes \n  We set out to characterize the requirements for observation learning. To test whether observers learned from experimenters� actions in response to the air-puffs, we allowed experimenter and observer pairs to experience several thousand (mean?�?standard deviation?=?7.5?�?3.6*103) stimulus playbacks including the sound of air-puffs, but not the tactile sensation of the puffs. We realized this perceptual paradigm by directing the air outlet away from the experimenters, Fig.�4a. Consequently, experimenters never experienced the air-puff as a force against their body. We refer to observers in such pairs as perceptual learners (PLs), because they could potentially learn from the pairing of stimuli with air-puff sounds. \n  Experimenters in this perceptual paradigm never produced dPesc values different from 0 (average dPesc after 5000 training trials in 3 experimenters: [?0.065, ?0.002, 0.007], p?=?0.81, p?=?0.25, p?=?0.64, respectively; z-test of individual proportions), hence they did not show the discriminative behavior that we suspected would drive learning in observers. When we tested PLs (n?=?7 birds) with air-puffs directed at them, they needed significantly more trials to reach criterion than OBS (4200 [1800, 20,300] trials in PLs versus 900 [800, 5600] in OBS; OBS � PL median difference?=??2400; two-sided Wilcoxon rank sum test of alternative hypothesis PL ? OBS, p?=?0.016 (not exact), test statistic?=?8.5; 95% CI not computed because of ties), Fig.�4e. PLs were slower than OBS even after removing an outlier bird (trials to criterion?=?20300) in the PL group (median difference?=???2389,�p?=?0.032 (not exact), test statistic = 8.5, 95% C.I not computed). PL performance at criterion was comparable to OBS performance (0.33 [0.064, 0.63] in PL versus 0.46 [0.29, 0.65] in OBS; OBS- PL; median difference?=?0.16, p?=?0.142, test statistic?=?46, two-sided Wilcoxon rank sum test, 95% CI?=?[?0.077 0.338]) and was not statistically different from performance in EXP (EXP � PL; median difference?=?0.06, p?=?0.41, test statistic?=?26, 95% C.I?=?[?0.2 0.2], two-sided Wilcoxon rank sum test). The absence of rapid learning in PLs suggests that learning in OBS required an experimenter engaged in the task and responding to air puffs."
232756,3.0," Observers do not learn from naive experimenters \n  We expected observation learning to be most effective when information is provided by an expert. To probe for sensitivity to experimenter performance, we tested a group of Valence Learners (VLs, n?=?5) that observed naïve experimenters who did not reach the performance criterion within (on average) 5600 [4360, 11436] trials. These naïve experimenters were hit by air puffs on average 539 times out of 1000 puffed trials, and escaped in unpuffed trials on average on 400/1000 trials. In addition, to give VLs direct experience of the reinforcer (its valence), 3/5 of these VL birds were initially exposed to air puffs (approximately 500 strong 1-s air puffs, see Methods). When tested, VLs were much slower than OBS to reach the learning criterion (trials to criterion in VL [n?=?5], median [range]: 6700 [6200, 12,100] versus OBS [n?=?9]:900 [800, 5600]; OBS�VL median difference?=??5500, two-sided Wilcoxon rank sum test of alternative hypothesis VL ? OBS, p?=?0.006 (not exact), test statistic?=?0, 95% CI not computed), Fig.�4e. The performance of VLs at criterion was lower than the performance of OBS (dPesc for VL [n?=?5]: 0.26 [0.13, 0.45] versus for OBS [n?=?9]:0.46 [0.29, 0.65], median difference =?0.21, p?=?0.007, test statistic?=?42, two-sided Wilcoxon rank sum test, 95% CI?=?[0.034 0.355]), and there was a trend of lower performance in VL compared to EXP (VL�EXP, median difference?=??0.11, p?=?0.07, test statistic?=?10, 95% C.I?=?[?0.21 0.05], two-sided Wilcoxon rank sum test). The poor testing results in VLs suggest that OBS did not learn by predicting the reward value experienced by EXP�and by converting this prediction into an optimal action during testing. Instead, VL behavior suggests that OBS focus on experimenters� discriminative actions, which must necessarily contain the information required for observation learning. In combination, PLs and VLs emphasize the importance of experimenters� discriminative actions for observation learning."
232756,4.0," Vocal exchanges are not required for observation learning \n  Given the importance of experimenter actions, we speculated that rapid learning in OBS could depend on vocal exchanges between EXP and OBS through calls occurring during and following stimulus presentation, Fig.�4c. Indeed, on the last day of the training phase, when EXP had reached the learning criterion, we found a difference in calling behavior between puffed and unpuffed trials. In six EXP-OBS pairs (on one day each), we inspected calling rates (defined as the probability of observing at least one call) during the stimulus period (from stimulus onset to stimulus offset) and during the delay period (defined from stimulus offset to air-puff onset), Fig.�4d. In puffed trials, the calling rate was lower in the delay period than in the stimulus period: stim call probability 0.44 [0.14, 0.88] vs delay call probability 0.27 [0.07, 0.45], median difference (Delay � Stim) ?0.15, p?=?3.8*10?6, test statistic?=?0, two-sided Wilcoxon sign rank test, n?=?6 EXP-OBS pairs. In unpuffed trials, there was merely a trend of reduced calling during the delay period: stim call probability 0.35 [0.08, 0.65] vs delay call probability 0.36 [0.16, 0.91], median difference 0.08 (Delay � Stim), p?=?0.052, test statistic?=?327, two-sided Wilcoxon sign rank test, n?=?6 EXP-OBS pair. In combination, the reduction in calling rate was much more pronounced during puffed trials: difference in median call probabilities for puffed (Delay � Stim) � unpuffed (Delay � Stim)?=??0.23, p?=?10?6, test statistic?=?592, two-sided Wilcoxon rank sum test, n?=?6 EXP-OBS pairs). Hence, the significant reduction in calling rates during puffed trials could signal the imminent arrival of an air puff. \n  To test whether observers used calls as a learning cue, we housed experimenters and observers (n?=?5 pairs) in separate soundproof boxes and gave them visual access to each other by virtue of two adjacent windows. Moreover, to trigger social interest, we allowed birds to vocally interact with each other using a custom digital communication system composed of two microphones and loudspeakers and an echo cancellation filter (Supplementary methods). We suppressed vocal exchanges during stimulus presentation by interrupting the communication system from stimulus onset to air-puff offset. We termed the observers in this paradigm no-trial-communication learners (-TCOM). Despite elimination of vocal interactions during the discrimination task, we found that -TCOM acquired stimulus-discriminative information in amounts comparable to OBS (trials to criterion: -TCOM (n?=?5): 800 [800, 4900]; OBS (n?=?9): 900 [800, 5600]; OBS � TCOM�median difference ?=?0.00001, p?=?0.77, test statistic?=?25, two-sided Wilcoxon rank sum test, 95% CI?=?[?1200 2300]), Fig.�4e. Hence, it follows that OBS did not require immediate vocal interactions. They could learn from visual displays only or from vocal exchanges following trials."
232756,5.0," Regularized logistic regression differentiates OBS from EXP \n  Observer behavior was reminiscent of a machine learning system that overfits the training data and generalizes poorly because it contains too many parameters and is trained on too few examples. In this sense, observers seemed to lack regularization, which is an umbrella term for all kinds of processes that prevent overfitting by introducing additional information, for example to use as few nonzero parameters as possible during fitting. Essentially, regularization methods improve generalization performance by dynamically regulating the use of parameters and of training data16,17. \n  In the context of our findings, these insights from statistical learning theory suggest that direct experience of the reinforcing learning cue is associated with regularization whereas observation is not. We tested the hypothesis that regularization could set the divide between experimenter and observer behaviors, by training a simple artificial neuron with a logistic activation function to discriminate between the two stimulus sets, Fig.�5a. The neuron received input from a group of at least 22 input neurons tuned to diverse sound features such as amplitude, pitch, duration, and Wiener Entropy, collectively defining the feature set used in Sound Analysis Pro (SAP), a popular birdsong analysis software18 (Supplementary Figure�4 and Supplementary Table�1). To model observers, we trained the neuron to fire during puffed stimuli and to remain silent during unpuffed stimuli. We used a gradient descent learning rule that maximizes the likelihood of correct discrimination (Methods). We found that the discriminative performance of the �observer� neuron increased rapidly to the theoretical limit on the training set, but when we interrupted the training at any time and evaluated the neuron�s performance on the testing set, we found poor generalization, Fig.�5b. The reason for poor generalization was that the neuron based its classification on exceedingly many sound features that by chance were slightly informative about the reinforcing air-puff, Fig.�5e and Supplementary Figure�4. \n  We then modeled experimenters by endowing the learning rule with L1 regularization. L1 regularization implements a conjunctive minimization of summed absolute synaptic weights17 that we implemented at each synaptic weight update as a small reduction of synaptic weights by an amount ?19. We used L1 regularization because it is very simple (subtractive) and because it allowed us to formulate a mechanism that dynamically regulates the regularization parameter ? in proportion to reward prediction error (Methods), known to be signaled in the vertebrate brain by a class of dopaminergic neurons20�22. According to our proposal, regularization (weight reduction) increases when the bird suddenly receives less reward than expected, as in experimenters that get hit by an air puff for the first time. Our proposed mechanism is such that when experimenters reach a high rate of success, the reward prediction error reaches zero in expectation, which settles the value of ?, Fig.�5c. The observer brain would not modulate ? because observers do not directly experience rewards and punishments during the experimenter training phase. \n  We found that interrupting the training process of the regularized neuron at any time resulted in roughly equal performances on both training and testing stimulus sets, Fig.�5d, similar to experimenters� behavior. However, the excellent generalization performance came at a cost: Because of the repeated reductions of synaptic weights in modeled experimenters, their synaptic weights and performance on the training set grew only slowly. The main effect of regularization was to concentrate the final synaptic weights on the duration feature, corresponding with our design of stimulus class, Fig.�5e. \n  We tested other explanations for the differences between experimenters and observers, such as assuming that observers learned from noisy experimenter actions, but found regularization to be the only mechanism that achieved satisfactory simulations results�(Supplementary Figure 5)."
1789181,0.0,"In this section, we first present the classification results of the proposed SOM-SNN framework for the two benchmark datasets and then compare them with other baseline models. Next, we discuss its early decision-making capability, the effectiveness of using the SOM for feature representation and its underlying hyperparameters, as well as the key differences between the feedforward SNN-based and RNN-based systems for a temporal classification task. Finally, we demonstrate the improved classification capability of the modified Maximum-Margin Tempotron learning rule and the robustness of the framework against environmental and neuronal noises."
1789181,1.0," 3.1. Classification results \n 3.1.1. RWCP dataset \n  As shown in Table ?Table1,1, the SOM-SNN model achieved a test accuracy of 99.60%, which is competitive compared with other deep learning and SNN-based models. As described in the experimental set-up, the MLP and CNN models are trained using spectrogram images of fixed dimensions, instead of explicitly modeling the temporal transition of frames. Despite their high accuracy on this dataset, it may be challenging to use them for classifying sound samples of long duration; the temporal structures will be affected inconsistently due to the necessary rescaling of the spectrogram images (Gütig and Sompolinsky, 2009). On the other hand, the RNN and LSTM models capture the temporal transition explicitly. These models are however hard to train for long sound samples due to the vanishing and exploding gradient problem (Greff et al., 2017). \n  LSF-SNN (Dennis et al., 2013) and LTF-SNN (Xiao et al., 2017) classify the sound samples by first detecting the spectral features in the power spectrogram, and then encoding these features into a spatiotemporal spike pattern for classification by a SNN classifier. In our framework, the SOM is used to learn the key features embedded in the acoustic signals in an unsupervised manner, which is more biologically plausible. Neurons in the SOM become selective to specific spectral features after training, and these features learned by the SOM are more discriminative as shown by the superior SOM-SNN classification accuracy compared with the LSF-SNN and LTF-SNN models."
1789181,2.0," 3.1.2. Tidigits dataset \n  As shown in Table ?Table2,2, it is encouraging to note that the SOM-SNN framework achieves an accuracy of 97.40%, outperforming all other bio-inspired systems on the TIDIGITS dataset. In Anumula et al. (2018), Abdollahi and Liu (2011), and Neil and Liu (2016), novel systems are designed to work with spike streams generated directly from the AER silicon cochlea sensor. This event-driven auditory front-end generates spike streams asynchronously from 64 bandpass filters spanning over the audible range of the human cochlea. Anumula et al. (Abdollahi and Liu, 2011) provide a comprehensive overview of the asynchronous and synchronous features generated from these raw spike streams, once again highlighting the significant role of discriminative feature representation in speech recognition tasks. \n  Tavanaei et al. (Tavanaei and Maida, 2017a,b) proposes two biologically plausible feature extractors constructed from SNNs trained using the unsupervised spike-timing-dependent plasticity (STDP) learning rule. The neuronal activations in the feature extraction layer are then transformed into a real-valued feature vector and used to train a traditional classifier, such as the HMM or SVM models. In our work, the features are extracted using the SOM and then used to train a biologically plausible SNN classifier. These different biologically inspired systems represent an important step toward an end-to-end SNN-based automatic speech recognition system. \n  We note that the traditional RNN based system offers a competitive accuracy of 97.90% (Anumula et al., 2018); our proposed framework, however, is fundamentally different from traditional deep learning approaches. It is worth noting that the network capacity and classification accuracy of our framework can be further improved using multi-layer SNNs."
1789181,3.0," 3.2. Early decision making capability \n  We note that the SNN-based classifier can identify temporal features within the spatiotemporal spike pattern and generate an output spike as soon as enough discriminative evidence is accumulated. This cumulative decision-making process is more biologically plausible, as it mimics how human makes decisions. A key benefit of such a decision-making process is low latency. As shown in Figure ?Figure3A,3A, the SNN classifier makes a decision before the whole pattern has been presented. On average, the decision is made when only 50% of the input is presented. \n  Additionally, we conduct experiments on the SOM-SNN, RNN, and LSTM models, whereby they are trained on the full input patterns but tested with only a partial presentation of the input. The training label is provided to the RNN and LSTM models at the end of each training sequence by default as it is not clear beforehand when enough discriminative features have been accumulated. Likewise, the training labels are provided at the end of input patterns for the SNN classifier. For testing, we increase the duration of the test input pattern presented from 10 to 100% of the actual duration, starting from the beginning of each pattern. As shown in Figure ?Figure6B,6B, the classification accuracy as a function of the input pattern percentage increases more rapidly for the SNN model. It achieves a satisfactory accuracy of 95.1% when only 50% of the input pattern is presented, much higher than the 25.7 and 69.2% accuracy achieved by the RNN and LSTM models respectively. For the RNN and LSTM models to achieve early decision-making capability, one may require that the models be trained with partial inputs or output labels provided at every time-step. Therefore, SNN-based classifiers demonstrate great potential for real-time temporal pattern classification, compared with state-of-the-art deep learning models such as the RNN and LSTM."
