,doc_id,discussion_id,text
31,2617564,9," While some have suggested the importance of correlations among stimulus attributes are central to perceptual organization for speech [22], [63], [66]ñ[68], it has been more common to emphasize 1st-order statistics (e.g., probability density) as a means to characterize distributions of speech sounds [69]ñ[73] or cues [74]ñ[77]. In experiments that oversampled the Orthogonal sound pair (Experiments 4 and 5), manipulations of probability density had little to no effect on patterns of performance. At least in this particular paradigm, higher-order redundancy (covariance) was more perceptually salient than lower-order redundancy (probability density). Future research that explores relative influences of these different types of statistical structure will inform models of perceptual organization and categorization of speech."
32,2617564,10," Covariance among complex acoustic attributes in novel stimuli is exploited quickly and automatically in the present experiments. Perception only later comes to encode residual variability in ways that reflect optimal statistical weighting of covariance not accounted for by the principal component of the stimuli. Results illuminate stimulus characteristics that support coding of stimulus redundancy that is rapid, unsupervised, efficient, and statistically optimal."
33,1911559,0,"The current study used a novel category?learning task to examine the effects of unisensory and multisensory cues on incidental category learning across middle childhood. As expected, the results indicate a significant improvement in incidental learning from 6 to 10†years of age. In addition, as early as 6†years of age in this study, children demonstrated greater performance on an incidental categorization task following exposure to multisensory (audiovisual) cues compared to unisensory information (visual or auditory alone)."
34,1911559,1," Multisensory information has previously been shown to improve encoding (Bahrick & Lickliter, 2012) and better facilitate subsequent learning compared to unisensory stimulation in children as young as 3 to 4†years of age (Jordan & Baker, 2011). Similarly, on speeded RT tasks, children as young as 4†years of age were able to integrate audiovisual information to improve performance to a greater extent than with the presentation of unimodal stimuli, but were less efficient than older children and adults (Nardini et†al., 2015). Other developmental studies that have examined multisensory integration on tasks that did not require speeded responses also report the pooling of bimodal signals to be sub?optimal until even later in childhood, around 8 to 12†years of age (Gori et†al., 2008; Gori et†al., 2012; Nardini et†al., 2010; Nardini et†al., 2008; Petrini et†al., 2014). In sum, such findings suggest that although multisensory information may be pooled to a certain extent at this young age, mature integration of bimodal signals undergoes a more protracted developmental course."
35,1911559,2," The emphasis in the current study was on incidental category learning during a sustained attention task. This differed from the aforementioned previous studies and their focus on developmental changes in the pooling of redundant cues on explicit learning or perceptual tasks. Incidental acquisition of information occurs across multiple learning tasks in educational environments (Postman, 1964), and is therefore an important area of focus for research examining the role of multisensory stimuli on learning. In the current study, the simultaneous presentation of complementary visual and auditory information, in which both features were informative to family membership, resulted in enhanced performance on the incidental learning of categories across all age groups."
36,1911559,3," Although no significant interaction between age and learning condition was found, others have found that the pooling of multisensory cues may become more advanced with age (Barutchu et†al., 2009; Gori et†al., 2008; Gori et†al., 2012). The emphasis on learning in the current study may therefore underlie the differences in findings from studies examining the development of pooling bimodal cues. That said, despite a lack of reliable difference in the pattern of performance with age in the current study, some age?related changes in the benefits of multisensory cues were identified. For instance, performance on the category identification task following audiovisual learning positively correlated with age, and with a trend for a positive relationship between age and auditory?only learning. In contrast, performance following visual?only learning did not correlate with age. These results are therefore somewhat in line with previous findings that argue for a refining of the ability to use multisensory information across this age span (e.g., Nardini et†al., 2015). This would afford the conclusion that the use of multisensory cues for learning may still undergo some development during the primary school years. Of note, however, is that there was also a trend for improved performance with age in the auditory?only condition, suggesting that these findings may reflect age?related changes in the use of auditory information to support learning. This is particularly supported by our findings that 6?year?olds performed at chance following learning with auditory?only cues, but above chance with visual and audiovisual cues. Others have also reported age?related improvements in auditory processing throughout childhood and into adolescence that may affect responses to perceptual training (Huyck & Wright, 2013). Similarly, differences in the processing of visual and auditory stimuli with age have been seen on multisensory tasks, with children and adolescents, compared to adults, showing reduced processing of auditory distractors compared to visual and bimodal (Downing, Barutchu, & Crewther, 2014)."
37,1911559,4," In this study, therefore, although younger children used visual information (both in the visual?only and multisensory conditions) to the same level as older children, changes with age were seen in the extent to which auditory cues were considered useful for learning. Initially, this could be considered a matter of cue saliency, with the auditory stimuli not having been as salient as the visual information. However, this explanation is contested by our seemingly contradictory findings that children at this age were less able to discriminate between visual targets than between auditory exemplars, but with an equal level of discriminability between the different modality exemplars above 8†years of age. Furthermore, no differences in categorical learning were found between unisensory visual and auditory cues in any group in this study, including 6?year?olds, suggesting that visual and auditory stimuli were equally salient and usable."
38,1911559,5," As an alternative explanation, the findings may allude to a visual processing bias in younger children. This is in contrast to findings of an auditory processing dominance in young children, with a change to visual dominance in older children and adults (Napolitano & Sloutsky, 2004; Sloutsky & Napolitano, 2003). By 4†years of age there is some flexibility observed in terms of modality dominance that is dependent on the task demands, wherein stimuli are only processed in the preferred modality when different sensory cues are of equal salience (Robinson & Sloutsky, 2004). Therefore, children aged 6†years may already demonstrate visual dominance on tasks such as the one presented here. Given that no age and condition interactions were identified, however, such conclusions can only be met tentatively. Indeed, it is also worth noting that neither of the oldest two groups demonstrated this visual processing dominance, despite robust findings of visual modality dominance in older children and adults on other tasks (Koppen & Spence, 2007; Sinnett, Soto?Faraco, & Spence, 2008; Spence, 2009)."
39,1911559,6," As well as an analysis of group differences on an incidental category?learning task, we also reported the findings from the attention trials on the main MALT task. Here, no differences were found across the different MALT learning conditions, suggesting that effects of condition in incidental learning were not related to the attentional aspects of the original task. Although differences were seen between age groups, all groups demonstrated a comparable pattern of performance."
40,1911559,7," Furthermore, although 6?year?olds required more trials to criterion, all participants included in the analyses experienced a total of 50 target exemplars travelling to the two habitats before the category task was presented. Analyses of these learning task parameters therefore only highlight age group differences rather than differences across learning conditions. This is in line with what would be expected on measures of sustained attention in these age groups. As such, age?related differences on this aspect of the task likely reflect improvements in speed of processing visual and auditory information, developmental changes in levels of inhibition (Levy, 1980), as indicated in a reduction in commission errors, and improved attention, as measured by decreasing omission errors, from the youngest to oldest age groups."
41,1911559,8," As well as a measure of incidental category learning, the current study examined explicit categorical knowledge across groups. A difference was found in the pattern of performance in the incidental learning compared to the explicit knowledge tests, with no effect of condition observed in the latter, and the youngest children (6?year?olds) demonstrating particular difficulty in expressing correct categorical information. While no feedback was given on the incidental categorization task, this finding may be related to the participants being made aware of categorical differences both in the incidental task and being posed a question of this nature in the subsequent explicit knowledge task. This may have cued participants to devise a plausible explanation for categorical differences. Thus, being asked to verbally express categorical information before the presentation of the incidental category identification task may have resulted in a levelling of performance across the two different tests. Alternatively, this finding may be reflective of different processing systems for explicit and incidental learning (Gabay et†al., 2015; Tricomi et†al., 2006)."
42,1911559,9," Our results raise the question as to whether similar findings would also be observed not only on other novel categorical learning tasks, but also other learning tasks such as associative learning, and in different domains such as language and numerical learning. Jordan and Baker (2011) found that in young children aged 3 to 5†years, learning to match numerosities was facilitated when given multisensory rather than unisensory information about the number. A key difference in these studies is in the nature of incidental learning in the current task as opposed to explicit mathematical concept learning in the above?mentioned study. A further difference is that our analyses were not concerned with speed of responses, but rather the accuracy of categorical selection. In addition, in the study by Jordan and Baker (2011), audiovisual trials provided a greater total amount of stimulation in comparison to unimodal trials. That is, only on audiovisual trials were participants exposed to both visual and auditory information. This may have resulted in enhanced arousal to stimulus properties and subsequent representations. In the current study, all learning trials (regardless of learning condition) included both auditory and visual events, with learning conditions differing only on the basis of the informative nature of the cues (i.e., the features that could be used for categorical judgements). Findings from the current study therefore refute the assumption that better performance in a multisensory learning condition compared to unisensory is a result of enhanced stimulation from multisensory trials. In conclusion, even in light of the differences in tasks used across studies, the comparable results of improved learning following exposure to multisensory cues compared to unisensory, even in children as young as 6†years, is a robust finding."
43,1911559,10," As mentioned previously, on some tasks, multisensory integration is not as efficient in young children as it is in older children and adults (Burr & Gori, 2012; Gori et†al., 2008; Nardini et†al., 2010; Nardini et†al., 2008), a finding somewhat reflected in the current study. Conclusions from earlier studies imply that combining audio and visual stimuli either at the level of attention or at a neural level of stimuli integration may be more difficult for younger children and therefore not facilitate learning to the same extent as in older children. However, there are likely to be numerous cortical and subcortical mechanisms involved in multisensory integration that may develop at different rates (e.g., Molholm et†al., 2002; Noesselt et†al., 2007; Stekelenburg & Vroomen, 2007). This may underlie the disparity in the reported ages at which mature levels of multisensory facilitation are observed, particularly given that performance on different multisensory tasks may be associated with distinct neural substrates. The examination of multisensory cues on incidental category learning in children younger than 6†years of age would be an important avenue for future research in order to elucidate this further."
44,1911559,11," In the current study, it was only the nature of cues for categorical learning that differed across learning conditions. It is not clear therefore whether multisensory stimulation in some learning contexts would have a distracting effect on performance or would lead to increased focus of attention; particularly when multimodal stimuli are not task?related, as would typically be encountered within a learning environment. For instance, difficulties in encoding unisensory cues have been found when multisensory properties compete for attention (Lickliter & Bahrick, 2004). Given known developmental changes in attention, there may also be differing patterns of response to multisensory distraction across development. Further research should therefore examine the use of unimodal and bimodal noise (distractors), or an increased working memory load within and between modalities on a similar learning task."
45,1911559,12," This study provides important insight into the use of multisensory information in an educational environment on incidental category learning. The intersensory redundancy hypothesis (IRH; Bahrick & Lickliter, 2012) posits that the pooling of multisensory cues presented in synchrony leads to enhanced perception. Given the nature of the current task, theoretical assumptions of the IRH can only go some way to explaining the current results of enhanced category learning following multisensory cue exposure compared to unisensory. Essentially, the current study included complementary but not redundant amodal stimuli in order to better emulate sensory information typically found in learning environments. Even in light of this difference, the results suggest a reliable facilitatory effect of multisensory stimuli presentation between 6 and 10†years of age. Moreover, our results are in accord with findings that multisensory integration (particularly with the integration of auditory and visual information) may undergo a protracted developmental course through the early primary school years. This has particular implications for the deployment of multisensory learning tasks within primary education. In particular, multisensory information may not be as beneficial to younger children when information from a single sense is dominant. For instance, the results are indicative of a relative difficulty in the use of auditory information to support category learning in 6?year?olds, unless combined with complementary visual information. This has implications for the use of auditory information on categorical learning tasks in children below 8†years of age. Where the simultaneous presentation of auditory information with visual cues may better support a representation and subsequent learning, this may be particularly relevant for younger children who demonstrate poorer performance than older children on unimodal auditory tasks."
46,271124,0,"Summary of results \n This study examined the role of tone vs. non-tone language experience, monolingualism vs. bilingualism, and auditory-only vs. auditory-visual training of foreign lexical tone contrasts. The results are summarized under four headings below, followed by discussion of the results."
47,271124,1,"Trainingóeffects of age and language factors \n  Training was effective: there was a general improvement in performance from pre- to post-training. Training was most effective for 8-year-olds; 6-year-olds showed only limited effects of training. Training was more effective if children had tone language experience, an advantage evident in the 8- but not the 6-year-olds. These effects of age and tone language on training were most clearly indexed by the ao rather than the av pre- and post-training tests."
48,271124,2," Language background and training mode \n  There was a differential effect for the type of training: Monolingual children improved markedly with AV training but not at all with AO training, whereas Bilingual children improved markedly with AO training and to a lesser extent with AV training. However, these effects were only apparent when indexed by ao tests."
49,271124,3," Correlation with language measures \n  For children with English as their only, or as one of their, language(s), proficiency on a phoneme deletion task was positively related to Mandarin tone identification in auditory-visual pre-training test trials. As this was before training began, it shows that those children good at manipulating phonemes in (one of) their native language(s) were also good at perceiving what were completely novel phonological elements for the Mono-Eng, the Bi-Eng/Arabic and the Bi-Eng/Thai groups. This advantage did not extend to training, there was no advantage for good phoneme deleters in learning about foreign tones, just in their initial perception of foreign tones. \n  The results bear on a number of issues which are discussed below ahead of a discussion of limitations and suggestions for future research."
50,271124,4," age \n  There are two possible reasons why training was more effective with the older 8-year-olds than the younger 6-year-olds: task difficulty, and reduced sensitivity to foreign sounds. First it may be that the task employed here was demanding in terms of the degree of sustained attention required. For example, while in the procedure used here the pre- and post-training trials were the same, the training trials incorporated variation of both speakers and words. Wang et al. (1999) trained adults on a variety of monosyllabic Mandarin words spoken by a variety of speakers and found especially resilient learning. In an adaptation for children Wang and Kuhl (2003) also found a high degree of learning. However, over their six training sessions they graded the difficulty of the tasks (2 weeks ABX, 2 weeks 2AFC identification, then 2AFC with speaker variation) and within each pair of sessions they trained easier tone pairs first. While the Wang and Kuhl (2003) study and the study reported here shared the variability of speakers and words, here the task would have been more difficult because (i) tasks were not graded and (ii) a single presentation 4AFC identification task was used. It remains for future studies to adapt the procedures here and those in the Wang studies (Wang et al., 1999; Wang and Kuhl, 2003) to derive optimal, L2 training regimes especially for younger, e.g., 6-year-old children. \n  Secondly, irrespective of task difficulty, 6-year-old children may have reduced sensitivity to foreign sounds. Burnham and colleagues (Burnham et al., 1991; Burnham, 2003) investigating what has been called a second period of perceptual attunement, have shown that 6-year-olds, compared with both 8-year-olds and also 4-year-olds, have reduced sensitivity to L2 sounds and suggest that this is an adaptive device which facilitates attention to the difficult task of phoneme-to-grapheme mapping involved in reading. Burnham contends that at 4 years this process has not begun, and by 8 years the process has become relatively automated, whereas at 6 years this attentional filtering is most useful. Whether this explains the results here cannot be fully ascertained without a 4-year-old comparison group, and it remains for future research to investigate this issue further."
51,271124,5," Test trials and generalization of training \n  In this experiment children were given both ao- and av-test trials pre- and then post-training. The training was either with AO stimuli in one group and AV stimuli in another group. In addition, the stimulus words and speakers were different in the pre- and post-training test phase on the one hand and in the Training trials on the other. Therefore, generalization of training can be indexed in two ways. First, any improvement after training, can be considered generalization because the training and test stimuli differed (although there could be an across-the-board improvement because the pre- and post-training stimuli were from the same pool). In this sense then, any performance gain from pre- to post-training, such as those gains found in this study, can be considered as both learning, and generalization of learning. Second, generalization can be indexed by any performance gain across both the ao- and the av-tests, irrespective of whether the training used AO or AV materials. A confounding factor in the interpretation of the results with respect to this type of generalization is that ao-tests proved to be more sensitive indices of performance gain than were av-tests. Nevertheless, it can be concluded that, in general, generalization of training was best for 8-year-olds, and especially for 8-year-olds with tone language experience whether that be monolingual (Mono-Thai) or bilingual experience (Bi-Eng/Thai)."
52,271124,6," Tone language experience \n  Participants with tone-language experience (the Bi-Eng/Thai and Mono-Thai groups) benefitted more from training than those with no tone language experience (Bi-Eng/Arabic and Mono-Eng), irrespective of whether the children were monolingual or bilingual. In addition, those with tone language experience (especially the 8-year-olds) also showed better generalization of training across test typeóao and av. This supports previous findings that tone language experience facilitates adult lexical tone perception (e.g., Burnham et al., 2014) and extends these findings to children. Moreover, these data provide information about two aspects of language learning. First, the data tell us that there is some perceptual or conceptual information about lexical tones that is general across tone languages (or at least for the two tone languages here, Mandarin (the target language) and Thai (the language experience language). Second, the data tell us that any metalinguistic advantage or extra skills learned as a product of learning more than one language is independent of the skills required for learning to perceive lexical tone in a tone language. Each of these is discussed in further detail below."
53,271124,7," Task difficulty and differences between tone languages \n  Mandarin and Thai tone inventories differ on a number dimensions: Mandarin has 4 tones and Thai 5; Thai has 2 level tones and 3 contour tones, Mandarin has 1 level and 3 contour tones; all 5 Thai tones are of similar duration, whereas Mandarin tones differ markedly in duration. Thus Mandarin and Thai are quite distinct with respect to their tones and this has two interesting implications with respect to the results obtained here. Firstly, given these differences, it is reassuring that there was an effect of (Thai) tone language background on the learning of the target tones in Mandarin, i.e., that there was transfer of learning from Thai tones to learning Mandarin tones. Second, the differences between Thai and Mandarin may have played a part in the relatively small performance gains in tone perception here. Further studies in which the background language and target tone language are more similar with respect to their tones, e.g., Thai and Cantonese (6 tones: 3 level and 3 contour, all tones of similar duration), may result in more performance gains. More generally, the relative salience of differences between tones within a particular language and the relative difficulty of discriminating tones in one tone system vs. that in another system is largely unknown (but see Burnham et al., 2017). Recent studies have shown that tone perception develops for a specific tone system (Yeung, et al., 2013) and that non-native tone language speakers have difficulty with tones that are similar or overlap with their native tone systems (Hao, 2012). Much more research is required on what particular parameters make particular tones or tone systems easier or more difficult to learn."
54,271124,8," Monolingual and bilingual children \n  While monolingual vs. bilingual status of the children did not in itself facilitate tone learning in children, it did contribute to the mode of training that was most effective, as measured by the performance gain between pre- and post-training ao-test trials. The Auditory-Visual (AV) mode of training was the most effective for monolingual children, whereas for bilingual children Auditory-Only (AO) training, and, to a lesser extent, AV training resulted in performance gains. The source of this difference is not clear. One possibility is that exposure to a greater range of linguistic differences and devices, as would be the case for bilingual children, allowed them to (i) learn from a range of parameters, including auditory information alone or auditory and visual information combined, and (ii) learn that, even though there is visual information for tone (Burnham et al., 2001a,b, 2014; Smith and Burnham, 2012) the auditory information is by far the most salient. This is speculative and requires more definitive evidence."
55,271124,9," Phonological awareness \n  English phoneme deletion ability (in the Mono-Eng, Bi-Eng/Arabic, and Bi-Eng/Thai groups) was positively related to pre-training auditory-visual test trial performance. Although there was no relationship here between reading and tone perception, the results are reminiscent of those of Burnham et al. (2011) who found a significant relationship between Thai children's reading ability and their phonological and tonological awareness, and between Australian English children's reading and their phonological awareness. Thus here, the ability to manipulate phonemes is related to the ability to perceive foreign speech sounds and in Burnham et al. (2011) reading ability is related to the ability to manipulate (foreign) phonemes and tonemes. Further research is required to investigate the nature of any three-way relationship between reading, phonological awareness, and foreign speech sound (and of especial interest here, lexical tones), the findings of which could be relevant to children's propensity to learn a second language, especially a tone language."
56,271124,10, Limitations and future directions \n A number of limitations can be noted.
57,271124,11,"Training and test \n  The post-training test implicitly tested for generalization across speakers and words, and, in addition, these trials provided implicit tests of generalization from training mode (be it AO or AV) to test mode, as both ao and av tests were given irrespective of training. The downside of this is that tests between trained and untrained stimuli and voices could not be conducted. It is possible that children, even the younger 6-year-olds, may have performed better on trained than untrained stimuli and voices. This should be remedied in future studies. The upside is that any improvement as a result of training indicated generalization of training. So the performance gains obtained here, while modest, are robust. \n  A related point concerns variability. As discussed above, variability improves the robustness of learned distinctions (Wang et al., 1999), but variability should be optimized for the age and maybe the language background of the children. Here it was not. \n  A final point on this theme is that for both clusters of resultsóthe age and tone language experience cluster, and the training mode and monolingual/bilingual language experience clusteróthe ao-tests were more sensitive measures of improvement than were the av-tests. And, even though auditory and auditory-visual modes differentially affected training outcomes in monolingual and bilingual children, the indexation of such training was still generally better on ao-tests. The reason for this is unclear. In future studies it would seem that ao-tests should be preferred."
58,271124,12," Phonological awareness \n We included English language tests of phonological awareness here and found a positive relationship between phoneme deletion and pre-training auditory-visual test performance. Future studies should investigate this further by including reading tests across languages, phonological awareness tests across languages, and also tests of morphological awareness (McBride-Chang et al., 2003) and even executive function, in order to determine predictors of good lexical tone learning."
59,271124,13,"Instructions \n No specific instructions were given. Children were simply told to pay attention to both the auditory and visual aspects of the speakers as we wished to determine whether children naturally pick up relevant lexical tone cues in an experimental setting. In real-life L2 learning situations such experimentally objective procedures may not be desired; indeed any relevant cue could and should be made available. In this regard, Chen and Massaro (2008) tested Mandarin perceivers' Visual-Only (VO) identification of the four Mandarin tones. (Remember that Mandarin language adults are worse than English language adults in VO tone perceptionóSmith and Burnham, 2012; Burnham et al., 2014). Initially the Chen and Massaro adults performed only just above chance and were better for the 55 and 214 tones than the 35 or the 51 tones. In a follow-up test adults were told about visible movements in tone perception and instructed to pay attention to movements of the neck, head, and mouth. Visual-Only tone perception improved significantly. Further work on perceivable visible cues for tone perception is required to facilitate L2 tone learning regimes."
60,271124,14,"Tone difficulty \n The Chen and Massaro (2008) results also raise the issue of the relative difficulty of identification of individual tones and discrimination of tone pairs. Although the results of this study reported here were based on perception across all Mandarin tones, the data also showed some differences of how the participants of different ages and language backgrounds learned the Mandarin tones in this study. Details of performance on the different tones for each language background group and each age are shown in Table C (Supplementary Material) and some comments on these are provided here. Generally, high Static tone (T55) was the easiest tone to learn for monolingual non-tonal group while the Dynamic tones (either T241 or T51) were the most difficult. The results for the monolingual tonal group were exactly the opposite: the Static (T55) the most difficult to learn while the dynamic tones (T214 and T55) were the easiest. The data is a little less definite for the bilingual language background groups. Nevertheless, it appears that 6 year-olds in both bilingual groups found the Static tone (T55) the easiest to learn while the other Dynamic tones (T35, T241, and T51) were similarly difficult; whereas the 8 year-old bilingual groups found that the Dynamic (T214) was the easiest to learn. The fact that the participants WITH A TONAL BACKGROUND found the generally difficult DYNAMIC tones T35 and T214 (Chang, 2011) in Mandarin relatively easy to learn in this study is quite interesting. However, as the task used in this study was tone identification, some distinctive contours, rising and dipping, of these two rising tones might help in identifying them. The results might well be different if participants were asked to discriminate between these two rising tones; the task might be much more difficult. Future work must take into account such differences, but at the moment there are no objective criteria for determining difficulty of tone perception within and between languages. We (Burnham et al., 2017) are currently collecting data on the perception of tone pairs from three different tone languages by adults from five different language backgrounds in order to leach out some such criteria."
61,1303382,0,"In this study, we compared frequency discrimination in the same groups of participants for two tasks designed to address different problems with the standard 2-interval psychoacoustic task designs. Our results suggest the 3I_2AFC design is less susceptible to non-auditory specific differences among participants than the 2I_6A_X design. These findings were surprising given that this latter design is often cited as minimising problems with sensory memory trace formation [12], auditory attention [24] and formation of perceptual anchors [34]. In the following, as part of addressing the issue of task susceptibility to task external effects like musical training, we consider why different results were obtained to those reported by France et al. [12]. We conclude by addressing the question of whether or how frequency discrimination may support language development."
62,1303382,1," 3.1. Performance Variability on the 2I_6A_X Task \n  An appealing aspect of the 2I_6A_X task design was that it did not appear to be susceptible to non-auditory specific differences among individuals [12] suggesting it could be reliably employed in studies involving heterogeneous populations. We did not, however, replicate this observation. A number of possible explanations come to mind to explain our different findings.  \n  Firstly, in the earlier study [12] a two-step process of threshold estimation was applied. Rough estimates were obtained of discrimination threshold and then a final threshold was estimated using an initial ?F close to the expected final threshold together with a more refined (i.e., smaller step size) adaptive staircase procedure. The small initial ?F for the second estimation would have also limited the range in which variation could be observed and all participants would have had considerable experience on the task at the point of final threshold estimation, minimising training effects. This approach to threshold estimation, better approximates standard psychophysical procedures and it is likely that had we adopted a similar strategy, we would have observed lower thresholds and reduced individual variation across the groups. However, we were primarily interested in task designs that could be reliably applied to address clinical or developmental questions, where one rarely has the luxury of applying such techniques.  \n  Secondly, although France et al. [12] provide little information about their participants, it is clear they were high functioning. The mean IQs for both the reading disabled and normal readers were more than 1 standard deviation above the population mean. The majority of the participants were therefore likely to have been students, who, as our own data demonstrate, tend to perform better than the general population on psychophysical tasks. Moreover, they tend to be more homogeneous in terms of education and socio-economic status which will also limit the impact of such individual differences on thresholds observed.  \n  Thirdly, and related to the preceding point, there is an interesting literature suggesting 2I tasks stress cognitive abilities [22] more than other tasks designs [21,24,25]. We did not expect the 2I_6A_X design to be similarly demanding since the inclusion of a stream of six repeated standard tones should have minimised cognitive demands, first by enhancing sensory memory for the standard relative to the target tone and second by cueing the presentation of the target tone to enhance temporal focus of attention [24]. However, in an analogous analysis to that used by Bishop et al. [21] to compare backward-masking in child populations using 2I or 3I tasks, we observed how the participants who performed worst on the 2I_6A_X task demonstrated the greatest improvements on the 3I task. Moreover, despite designing our protocol to maximise experience on the 2I_6A_X task prior to testing, some participants had final thresholds that were greater than the initial starting point of ?F = 160 Hz (Figure 1) though they got sufficient numbers of catch trials at this level correct. Together these observations suggest the poor performance on the 2I task was less about perceptual limitations, than about task-specific cognitive demands. This raises a question regarding why this design should be so cognitively demanding. In response to this, we can only provide the anecdotal evidence of our participants. Many commented that they found it more difficult than the 3I_2AFC task. Some noted how they had to concentrate harder when doing the task, while others commented that the target tone was always different, because it was longer as well as higher than the preceding six tones. Target and standard tones can have a variable perceptual quality particularly around threshold which contributes to the difficulty of correctly identifying the target tone. The comments of our participants suggest the presentation format for the 2I_6A_X task may have complicated the auditory decision-making process by promoting confusions in auditory percept.  \n  Finally, although we have focused entirely on issues to do with task design, it is also possible that differences in the stimuli may have also contributed to the variations in individual differences apparent between the two tasks. Roving of the standard frequency in a frequency discrimination task, as we did in the 2I_6A_X task, makes it cognitively more demanding, resulting in greater individual differences in performance [35]. Differences in stimulus duration may also have contributed since the tones in the 2I_6A_X task were longer than those used in the 3I_2AFC task. Our design does not allow us to assess these stimulus-specific effects, though work by Banai and colleagues suggest they may be outweighed by effects specific to the task [22]."
63,1303382,2," 3.2. Contributions to Task Performance of Different Environmental Factors \n  Environmental effects such as socioeconomic status (SES) and more particularly, active musical training, but not passive music listening, had a significant effect on threshold estimates for both the 2I_6A_X and 3I_2AFC tasks. Musical training may support frequency discrimination by developing a more sophisticated sense of how different sounds relate to each other. The SES measure used here incorporated among other things differences in education which may impact of an individualís ability to develop different strategies to cope with varying task demands. The 2I_6A_X task was particularly sensitive to these factors with the relative impact on task performance increasing with increasing ISI. This supports our earlier conclusion, that it is a cognitively demanding task and further suggests that it became more cognitively demanding as the time interval between standard and target increased meaning listeners became increasingly reliant on other (non-auditory) skills to support processes involved in their decision-making. The increasing contribution of musical training to performance on the longer ISI conditions in the 2I task further suggests that musical training may enhance skills associated with auditory imaging [36] which in turn would support sensory memory for the standard tone. This idea is reminiscent of rehearsal mechanisms which support information storage in the Baddeley and Hitch [37] model of verbal short-term memory. \n  We are not the first to note how musical training makes a significant contribution to frequency discrimination abilities. Micheyl et al. [20] have demonstrated excellent frequency discrimination abilities in professional musicians. However, our data suggest, very little musical training is required to enhance frequency discrimination abilities, since none of the participants in this study were professionally trained.  \n  Bishop [15] has previously noted how exposure to music in the home was an important environmental factor for predicting performance on a test of rapid temporal processing in a study investigating auditory and cognitive abilities in twins. We did not replicate this finding; nonetheless, both our study and that of Bishop [15] demonstrate the sensitivity of the auditory system to environmental factors like musical training or listening."
64,1303382,3," 3.3. Relationships between Frequency Discrimination and Nonword Repetition \n  Auditory sensory memory is hypothesised to support verbal short term memory and we were ultimately interested in assessing the suitability of the 2I_6A_X task for further studying this component of verbal short-term memory especially since France et al. [12] had reported a relationship between frequency discrimination thresholds for the 2I_6A_X task and digit spanóa measure of short-term and working memory. We therefore predicted that we would also observe a relationship (particularly for the long (1000 ms) ISI condition) with the nonword repetition task (another measure of short-term memory). However, no evidence of a relationship with nonword repetition was observed for any ISI condition in the 2I_6A_X task. By contrast, a small but significant association was observed between nonword repetition and JNDs estimated using the 3I_2AFC task. These observations add to a body of literature reporting similar such associations between frequency discrimination and performance on a range of tasks including, reading and phonological decoding skills [4,38], nonword same/different discrimination [22], as well as nonword repetition [39]. Such associations suggest frequency discrimination may impact on speech perception and hence on ability to develop language and literacy. However, we do not think the relationship is quite so direct. Gathercole and Baddeley [40] found no association with speech perception and repetition of short nonwords. In a similar vein, Rosen and Manganari [41] were unable to demonstrate a clear link between deficits in auditory processing and speech perception skills in a group of children with dyslexia. Finally, Halliday and Bishop [39] showed how, despite having deficits in frequency discrimination, children with mild to moderate hearing losses did not obligatorily demonstrate difficulties in reading or nonword repetition."
65,1303382,4," Overall, while we did observe a link between the frequency discrimination and nonword repetition using a task that was relatively robust to the individual differences assessed in this study, our study does not rule out the involvement of a third higher cognitive capacity which is separately relevant to both nonword repetition and frequency discrimination. Similar arguments have also been put forward by Halliday and Bishop [39] and Banai and Ahissar [22]. Halliday and Bishop proposed auditory attention as a possible candidate for this third cognitive capacity, while Banai and colleagues have argued that whatever the capacity, it may not be specifically auditory in nature, and is likely to be mediated by higher level processes involving the engagement of the pre-frontal cortex which associates both with attention and with memory."
66,2521573,0,"There is considerable controversy regarding what exactly the nonword repetition task is tapping into that makes it such a good predictor of language learning. In this study, we employed stimuli that were designed to explore the functioning of a hypothesized phonological storage system. We exploited the electrophysiologically-measured mismatch response to test for sensitivity to change at different syllable positions in good and poor nonword-repeaters. We predicted that if nonword repetition ability was determined by factors ancillary to the phonological loop, then depending on which factor was primary, we would see either:"
67,2521573,1, (a) Significantly reduced MMN responses for poor nonword-repeaters to the deviants at all four syllable positions which would point to deficits in early auditory discrimination; or
68,2521573,2," (b) No group or syllable-position effect if differences in nonword repetition derive from factors extrinsic to the phonological loop, such as differences in motor ability or in vocabulary knowledge."
69,2521573,3," Alternatively, if a syllable-specific group difference emerged, this would suggest that factors associated with a capacity-limited storage system were impacting on the efficiency of information processing and change detection."
70,2521573,4," In the context of our three predictions, two findings are particularly noteworthy. First, the two groups of nonword-repeaters had similar early consonant change discrimination abilities as indicated by the MMN response i.e., accuracy of early encoding of incoming auditory information was similar between the groups. In the context of children with SLI, Gathercole and Baddeley [13] first argued that deficits in nonword repetition ability could not be wholly attributed to differences in speech discrimination ability. Our findings with adults with poor nonword repetition skills are consistent with that view. Second, in the poor nonword-repeaters, the LDN response was abolished for the consonant change occurring at the third syllable of the CV-string, resulting in a significant Group √ó Deviant interaction. As noted above, this pattern of results is not consistent with the idea that the group difference on behavioral tests of nonword repetition is explicable solely in terms of factors such as pre-existing vocabulary knowledge or differences in articulation skills."
