Id|Res_id|Paragraph
451939|6|There are various types of RDT: some of them can detect single Plasmodium species, some can detect multiple species and some can distinguish between different species [42]. The difference in the types may bring extra costs to the economic value of RDT as they may have different prices. To compare the impact of RDT types, we categorized RDT into two categories: one is a single test which only detects single species, another is a combo test which can detect multiple Plasmodium species. The types of RDT used in included studies varied greatly. Ten studies adopted single test [27, 28, 30,31,32,33,34,35, 39, 40], while combo tests were used in seven studies [28, 29, 32, 36,37,38, 41]. Evidence suggested that single RDT could be cost-effective compared to microscopy and presumptive diagnosis. Plasmodium falciparum-specific RDTs were adopted in eight studies: four of them were decision analytical economic evaluations and suggested that the introduction of single RDT tests can largely improve the proportion of appropriate treatment for patients [27, 30, 31, 40]. In the other four studies, two of them found that RDT was likely to be more cost-effective than microscopy [35, 39], and the remaining two studies adopted single and multiple tests at the same time. In the first study conducted in Ethiopia where P. falciparum and P. vivax co-exist, both single and multiple tests were used to appraise the cost-effectiveness of RDT compared to presumptive treatment [32]. In the area with various malaria species, multiple tests were more cost-effective than either a single test or presumptive diagnosis. In a second study, a cost analysis was performed to appraise the performance of four RDT brands, including single and multiple tests, but it did not assess the effectiveness of multiple tests and only reported costs of general RDTs rather than costs by each RDT type [28]. However, the cost-effectiveness of combo tests was not clear. Four of seven studies showed positive results regarding the cost-effectiveness of combo RDT. Three studies that appraised the costs and effectiveness of RDT based on decision models observed lower costs and more clinical benefits with the use of multiple tests than microscopy [29, 37, 41]. Lemma et al. found that multiple tests performed better and cost lower than both single tests and presumptive diagnoses in the context where P. falciparum and P. vivax co-dominate [32]. However, the cost-effectiveness of multiple tests applied in the remote area of Amazon where P. falciparum and P. vivax dominate as well were uncertain as it largely depended on the accessibility to and the accuracy of microscopy [36]. Evidence identified in this review observed that RDT could also lead to the problem of over-diagnosis [28, 38]. Although RDT was the cheapest approach to detect infection in malaria school surveys compared to other strategies (i.e., microscopy or RDT corrected by alternative methods), it over-estimated the prevalence of infection [28]. Also, the study only evaluated the costs of diagnosis and thus the cost-saving effect of RDT could be maintained remainsed unclear when treatment costs were taken into account. The treatment costs were found to be higher for RDT than for microscopy when P. falciparum and pan-specific RDT was used to the management of malaria cases in Ghana [38]. The study also observed the over-diagnosis and additional costs when RDT was introduced to replace presumptive diagnosis. This may reduce RDT s advantage in terms of cost-effectiveness. In general, the impact of the types of RDT on its cost-effectiveness remained uncertain given various types of RDT, the complexity of local epidemiological characteristics and the lack of evidence reported in studies included. Further details of the types and brands of RDT can be seen in Table 1.
359124|1|Sustained malaria control will depend on the global capacity to accurately detect malaria and map its distribution. The specific detection of malaria parasites is now possible even at the village level with high quality rapid diagnostic tests. Driven by the extent of over-diagnosis and misdiagnosis of malaria when syndromic approaches are used, global efforts are underway to increase the utilization of parasite-based diagnosis, and to ensure the quality of tests that are used. Elimination efforts will not only increase the need for widespread RDT use, but may drive the development of new tests with enhanced performance. Implementation of the Global Malaria Action Plan [47], proposed regional initiatives towards elimination of malaria, and the reductions in mortality from malarial and non-malarial illness necessary to achieve Millennium Development Goals will require an increased emphasis on building systems for parasite detection as an integral part of malaria case and programme management.
1012871|1|During this period around 2000 under 5 year patients presented with fever at out-patient pediatric department LUH Hyderabad and it was considered low risk area for malaria..From2000 cases only 20% (400) were diagnosed as suspected clinical Malaria according to IMNCI algorithm. Distribution of sex and different age groups were shown in Table-I and Districts of positive cases and plasmodium species is shown in Table-II. From 400 cases only 40 cases (10%) have shown positive results for malaria parasite on slide microscopy and RDT. Regarding the plasmodium species 70% (28) were vivax and 30% (12) were falciparum. Except only two cases all the cases positive on slide microscopy has also shown positive results on RDT. Regarding the effectiveness, RDT has shown 95% sensitivity for the detection of plasmodium antigens in the febrile clinically suspected cases of malaria. Effectiveness of RDT with sensitivity and specificity is shown in Table-III.
2593776|1|In this part of the study, 1807 subjects were tested by all 7 RDTs in field. Of which 46.1% were positive, 25.7% P. falciparum, 16.6% P. vivax, 1.0% P. malariae, 1.9% mixed infection of P. falciparum and P. vivax and 0.9% mixed infection of P. malariae with P. falciparum and/or P. vivax. FIRST RESPONSE  detected 468 out of 480 microscopically confirmed asexual sexual falciparum malaria infection (Table 1). However, other RDTs i.e. FalciVax detected 429, parascreen  425, SD BIOLINE & NecVIPARUM 416, ParaHIT  Total 373 and GENOMIX detected only 360 falciparum infections (Table 1). Among microscopically confirmed 329 P. vivax subjects, FIRST RESPONSE  detected 262, parascreen  162, SD BIOLINE 163, FalciVax 149, NecVIPARUM 141, ParaHIT  Total 112, while only 65 cases were detected by GENOMIX (Table 2). Number of invalid test (absence of control band) was recorded in 1, 7, 2, 8, 9, 15 and 4 tests respectively for FIRST RESPONSE , parascreen , ParaHIT  Total, FalciVax, SD BIOLINE, GENOMIX and NecVIPARUM. The analysis of results revealed that the sensitivity of the FIRST RESPONSE  for P. falciparum was 98% (Table 1), of parascreen  and FalciVax 89%, SD BIOLINE & NecVIPARUM 87% and ParaHIT  Total 78%, whereas the sensitivity of GENOMIX was only 76%. The specificity for P. falciparum was 92% by GENOMIX, 91% by ParaHIT  Total, 90% by FIRST RESPONSE  and NecVIPARUM, 86% by parascreen , 85% by SD BIOLINE and 84% by FalciVax. For P. vivax, the sensitivity of different tests when compared with microscopy were 80% by FIRST RESPONSE , 50% by parascreen  and SD BIOLINE, 46% by FalciVax, 43% by NecVIPARUM and 34% by ParaHIT  Total, while only 20% by GENOMIX (Table 2). Specificity of all these tests ranged between 97 99%. Analysis of sensitivity on different level of parasitaemia revealed that FIRST RESPONSE  was able to detect 100% malaria infection at >100 parasites/ l of blood for both P. falciparum and P. vivax. While parascreen , FalciVax, SD BIOLINE and NecVIPARUM were able to detect >90% P. falciparum infections when parasite densities were >500 parasites/ l. However, ParaHIT  Total and GENOMIX detects 90% P. falciparum infections when parasitaemia was >1000 parasites/ l. Regarding P. vivax infections except FIRST RESPONSE , other RDTs detect only 31 63% when parasite density is >500 parasites/ l (Figure 2).
2593776|2|RDTs kept at 35 C and 45 C for 15, 30, 60, 90 and 100 days and at 60 C for 48 hours for heat stability test in the field. Seventy five clinically suspected malaria cases were tested on 15, 30, 60 and 90 days, and 50 clinically suspected cases were tested on 100 days and at 60 C for 48 hours intervals. Results of heat stability testing was shown in Table 3 & 4. Experiments showed that sensitivity of most of the RDTs for P. falciparum was very good (>90) both at 35  and 45 C up to day 90 when compared with RDTs kept at room temperature. However, a sharp decline in sensitivity was recorded on day 100 at 35 C and 45 C by most of the RDTs. On the contrary all RDTs kept at 60 C for 48 hours showed no decline in the diagnostic performance. For P. vivax, the sensitivity of FIRST RESPONSE  was very good up to 90 days (100%) and a decline was noticed on day 100 (92%). Parascreen also performed well upto day 90 at 35 C (88%). However, a sharp decline in sensitivity was observed on day 90 at 45 C (75%). While other RDTs showed a steady decline in sensitivity from day 60 onwards (Table 4). The overall agreement and Kappa values between pairs of observers were very good for both at 35 and 45 C for P. falciparum. However, Kappa values was not good for some RDTs for P. vivax especially on days 90 and 100 (Figure 3).
362249|1|Figure 1 shows that the total costs of antimalarials and RDTs for treating all malaria patients in 2002 in the two study districts. Using clinical diagnosis, this would be $42,484 when treating them with AS+SP and $63,048 for AL. The introduction of definitive diagnosis (using RDTs) could either result in cost savings or additional costs, depending on the proportion of febrile patients confirmed to have malaria. For the scenario where 25% of febrile cases are RDT positive, use of definitive diagnosis before treating patients would result in a cost saving of up to $1,485 and $16,908, when malaria patients are treated with AS+SP and AL, respectively, provided that health workers do not give antimalarials to patients with a negative RDT. Thus the more expensive the antimalarial being used, the greater the need for restricting antimalarials to confirmed malaria cases and the higher the cost savings that will be realised through effective implementation of definitive diagnosis.
362249|2|Figure 2 shows the incremental costs (or cost savings) for antimalarials and diagnosis under the different scenarios. For the relatively cheaper ACT (AS+SP), only when 29% or less of all suspected malaria cases test positive for malaria will the use of RDTs in all clinically diagnosed malaria cases result in cost savings, when compared to all patients being treated with AS+SP on the basis of clinical diagnosis. This percentage increases from 29% to 41.5% when use of RDTs is restricted to only those older than six years of age, and malaria positive patients are treated with AS+SP. For a relatively more expensive ACT (e.g. artemether-lumefantrine in 2004), as long as fewer than 52% of tested cases are found to be positive, the use of RDTs in all suspected malaria cases will result in lower treatment costs (cost savings) compared to when patients are treated on the basis of clinical diagnosis; this cut-off shifts from 52% to 74% if use of RDTs is limited to patients who are over six years of age. This strategy results in lower additional costs or higher cost savings compared to when RDTs are used in all suspected malaria cases, for both AS+SP and artemether-lumefantrine. However, in terms of cost, there are greater gains in restricting use of RDTs in patients over six years of age, when treating with a less expensive ACT (e.g. AS+SP). This is expected since the price of one RDT ($0.95) is nearly twice as high as the cost of one dose of AS+SP for a patient younger than or equal to six years ($0.49), but similar to the cost of an AL treatment course for this age group ($0.90). Hence, treating all patients younger than or equal to six years with AS+SP on a clinical basis makes more economic sense than using an expensive RDT to test this age group.
362249|3|Figure 3 presents results on the incremental costs per malaria positive patient treated. Incremental costs have been calculated using total cost of RDTs and antimalarials divided by the number of malaria cases for the different scenarios. Findings reported are based on the assumption that health workers adhere to test results and do not give antimalarials to patients with a negative RDT. Results in Figure 3 again show a cost saving (of $0.19 per patient treated) if malaria is present in under 29% of patients and that even when 75% of cases are malaria positive, the incremental cost per malaria positive patient treated is less than US$ 1, when AS+SP is used for treating malaria patients. When patients are treated using artemether-lumefantrine, there are cost savings per malaria positive patient treated of up to $2.12 (in the 25% scenario) as long as 52%, or less, of the suspected cases are RDT test positive. Beyond the 52% cut-off point, additional costs are incurred with an incremental cost per malaria positive patient treated of up to $0.85 (when 95% of tested cases are found positive and treated with artemether-lumefantrine). According to the guideline provided by the Ad Hoc Committee on Health Research relating to Future Interventions Options, an intervention is considered to be highly attractive (hence 'cost-effective') in low income countries if it costs less than $25 per disability-adjusted life year (DALY) averted and any intervention that costs less than $150 per DALY averted should be considered attractive [26]. Although the health outcome used in this analysis is number of patients treated and not DALYs, this guideline could be helpful in considering whether an incremental cost per malaria positive person treated of less than $1 should be regarded as being highly cost-effective.
362249|4|Findings from the one-way sensitivity analysis on variation in the age distribution show that the higher the percentage of adults among the suspected malaria cases (age breakdown 3), the lower the additional costs and the higher the costs savings (particularly with a relatively more expensive ACT like AL) associated with use of RDTs (Figure 4, quadrant 4), and vice versa. This finding is not surprising since the price of the ACTs for children is significantly lower than the price of the adult dose, and yet the price of the RDT remains constant for all age groups. Results in Figure 5 show how changes in the age distribution of patients with clinically suspected malaria have an impact on the decision on restricting their use to only those who are over six years of age. The higher the proportion of young children among those with suspected malaria, the more it makes economic sense to restrict the use of RDTs to those over the age of six years. The more expensive the unit price of the antimalarial for the one to six years age group, relative to the unit price of RDTs, the lower the cost savings associated with restricting RDTs to patients over six years of age (Figure 5).  Results of the one-way sensitivity analysis on the RDT price variable show that as expected, the lower the unit price of a rapid diagnostic test the more cost-effective it is to use definitive diagnosis (using RDTs) as the basis for ACT treatment, regardless of the price of the antimalarial being used. With a reduction in the unit price of RDTs from $0.95 to $0.50, limiting the use of RDTs in patients older than six years would result in significantly less economic gains (when patients are treated with AS+SP) and some economic losses in areas of low to moderate intensity malaria transmission (where 50% or less of fever cases are malaria positive). The same applies when patients are treated with AL (quadrant 6, Figure 6). In other words, the cheaper the RDT the less the need is to restrict to older age groups. Similarly, results of the one-way sensitivity analysis on the ACT price variable show, as expected, that the use of RDTs will become less cost-effective as the antimalarials become less expensive. This explains why, at least from an economic perspective, RDTs have not been widely used when cheaper antimalarials, such as chloroquine or sulfadoxine-pyrimethamine monotherapy, were being used in areas of moderate to high intensity malaria transmission. This may also be the in-country scenario with the implementation of a global subsidy to reduce the price of ACTs to that of chloroquine [27]. Results of the multi-way sensitivity analyses (Table 4) are presented in Figure 7. In these analyses the prices of antimalarials, prices of RDTs and age distribution were varied to assess the effect of simultaneous changes in these variables on the earlier findings on cost-effectiveness of RDTs. Figure 7 shows that, as expected, multi-way 1 (high prices of ACTs and RDTs and children younger than or equal to six years of age taking up the highest proportion) is the context in which routine use of RDTs is least cost saving (for both AS+SP and artemether-lumefantrine) (quadrant 1, Figure 7). Results of multi-way 2 sensitivity analysis show the impact of changing age distribution alone (without changing the prices of ACTs and RDTs). There is a decline in incremental cost per patient treated, from $0.82 to $0.71 and from $0.61 to $0.49 for AS+SP and artemether-lumefantrine respectively, purely as a result of increasing the proportion of adults in the population with clinically diagnosed malaria. Results of multi-way 3 sensitivity analysis (quadrant 3, Figure 7) show the impact of changing the price of RDTs and age distribution (without changing prices of ACTs). Changes in costs are mainly due to the variations in RDT prices and the proportions of adults treated. As expected, the bigger the proportion of the suspected cases that are adults, the greater the cost savings. Variation in the prices of RDTs and antimalarials shifts the cut-off points at which definitive diagnosis results in cost savings.
361337|1|Out of a sample size of 2124, a total of 2123 mothers with children under five from nine districts participated in the study. Of the 2123 mothers, 70 % were in the age range of 20 and 34 years. A majority of mothers (84 %) were in marital relations. Slightly more than one third (34.7 %) of the participants had more than three children. The study population was relatively literate with only 19.4 % of respondents who had never attended school, whilst about 69.4 % had attained primary school and 11 % had secondary education. A majority (70.4 %) of respondents were farmers. About 56.2 % of respondents were Christians and 40.9 % were Muslims (Table 2). Qualitative participants composed of 21 health care professionals (18 health care providers and four paediatricians), six teachers, four religious leaders and six community health workers. Twelve more IDIs were conducted with scientists from various institutions in Dar es Salaam (Table 3). FGDs were carried on with six groups of women and six groups of men. Most of the FGD and IDI participants were of age 25 and 50. Non-professional participants were mostly farmers and petty trade dealers. Most of them had attained primary school level. The majority of the professionals, such as nurses and teachers, were of secondary school and high school levels.
361337|2|Qualitative participants (mostly women) possessed a positive opinion towards vaccines. They were in the opinion that the vaccines are important for the reduction of disease severity, reduced cost of treatment and disease prevention. One female participant expressed her opinion that vaccine would reduce the severity of disease:  I know that when a child gets vaccinated he will be protected from diseases. Even if the disease comes, it will not be very much severe as compared to if the child has not completely received a vaccine  (FGD, Female_04). Another female participant was in the opinion that vaccine is important for prevention of diseases:  Just like what the experts says  it is better to prevent than to cure  then I think vaccination is important as it helps to prevent a child from diseases and reduces treatment costs because during treatment you use much cost to treat the child unlike when the child is protected (with the vaccine)  (FGD, Female_05). Similarly in the quantitative study, the majority (90.1 %) of mothers reported that there is a benefit associated with vaccination (Fig. 1). Also, about 97.6 % agreed with the statement that  I prefer my child to receive all the vaccines  (Table 4).
361337|3|Most of the opinions of the qualitative participants reflected a positive acceptance towards the anticipated malaria vaccine. The main consensus was that malaria vaccine is important since malaria is still a common disease among children under five. One of the paediatricians provided his view that malaria vaccine need to be provided since more strategies are needed to fight malaria:  I think malaria problem is still there and more weapons are needed in making sure that it is prevented, vaccine is one of the weapon, but if it s safe for the users  (IDI, Paediatrician _05). Another participant was in the opinion that malaria still affects children and hence a need to introduce malaria vaccine:  Malaria vaccine should be introduced due to the burden of malaria especially for young children  (IDI, Nurse, RCH_06). A male participant thought that malaria vaccine is needed because the mosquito nets cannot provide full protection from mosquitoes:  I think we need malaria vaccine since we are not always covered by the mosquito nets. Look at where we are now, we have stayed for almost one hour and the mosquito nets are inside our houses on the beds. Probably the mosquitoes might have already bitten the child. Therefore, we cannot totally depend on the mosquito nets   (FGD, Male_ 05). The quantitative results revealed that the majority (84.2 %) of the participants indicated a perfect acceptance of malaria vaccine, 11.9 % had partial acceptance while 3.9 % had no acceptance of the vaccine (Table 5). Occupation, tribe, religion, and regions attained a statistical significance with the perfect acceptance of the malaria vaccine (p < 0.001), with farmers, Christians, members of the tribe Hangaza and households in the Kagera region presenting higher acceptance levels.
361337|4|The common expectations from the malaria vaccine by most participants comprised a view that malaria vaccine will lessen the malaria episodes, frequent visits to the hospital due to malaria, the number of deaths and that the overall burden of malaria among children will be reduced.  My expectations is that if malaria vaccine will work, it will help reduce the hassle we get of having frequent malaria, you will find a child going back to hospital even four times in a month  (FGD, Male _03).  The expectations of most people will be that the malaria vaccine will completely eradicate malaria, because the children will have protection and so malaria will finish   (FGD, Female_05).  The health care providers will feel very proud to have this additional vaccine on top of the existing ones since we hope it will succeed in reducing the mortality rate especially for children under 5 years  (Nurse, RCH_05).  Most mothers will definitely take their kids for vaccination since the costs of treatment nowadays is very high  (Teacher_02).
360871|1|The meeting feedback received from participants and observers[54], and MPAC members themselves, was very positive. Having met three times to date, the format of MPAC meetings and its feedback loops with other advisory bodies and stakeholders is beginning to settle, although it remains an evolving process. WHO-GMP and the MPAC continue to strongly welcome feedback, support and suggestions for improvement to MPAC meetings from the global malaria community.
360871|2|The next meeting of the MPAC will take place from 11 to 13 September 2013 in Geneva, Switzerland. Further information, including the agenda and details on how to register, will be made available in July 2013 on the MPAC page of the WHO-GMP website, although questions are welcome at any time[5].
995302|1|A country's decision to adopt a new health technology requires more than the existence of a good product. In low and middle income settings, a wide range of organizations can support country decision making. The role of PDPs in this process is based on the PDPs' vision to see public health impact from the products they develop, and on their intimate familiarity with the products under discussion.
995302|2|A PDP as a whole can cover a wide spectrum of activities ranging from basic research to implementation of interventions. At the implementation end of this spectrum, there is no single definition of where the PDP role ends, as the technical needs and available partners in endemic countries vary for each intervention. However, as more PDP-related products progress, additional experience will assist in defining the areas in which PDPs are effective and should be held accountable. Funder, partner and country participation in the development of improved means to evaluate the relative roles and impact of PDPs will also be important. Building on the insights described here, PDPs, partners and country stakeholders can continue to provide critical support for decisions on interventions that will ultimately decrease the global burden of disease.
363993|1|WHO has played a major convening role in the past three decades in establishing a normative framework for critical aspects of vaccine development as antigenically-defined subunit vaccines, novel platforms and new adjuvants were introduced for human use, often for the first time in association with malaria vaccine studies. The importance of early and close involvement of scientists, developers, regulators, and public health physicians has enabled continuing close cooperation in later stages as developers evaluate vaccines in ways which will enable technical advisory bodies of WHO to have access to the data that will enable them to provide guidance for country programmes.
363993|2|This review has focussed on the contributions to clinical trial design. In many cases, the discipline has moved from theory to practice, with large numbers of trials of pre-erythrocytic and asexual stage antigens with different adjuvants now completed and published, so that new protocols can benefit from practical experience added to theoretical considerations. The context has also changed with many trial sites having experienced gratifying reduction in morbidity and mortality, one consequence being the requirements for larger multi-centre studies and complications of interpretation from sites with different intensities of transmission. The reduced transmission has also caused many to focus mainly on the possible contribution of vaccines directed against any stages to reduction of transmission and possible elimination of malaria. Non-falciparum species have taken a backseat role at this stage and ongoing debate continues about the best way of reporting efficacy data. As much is now known and published on pre-erythrocytic and asexual stage vaccine trials, at least to proof of concept stage (probably better described as experimental medicine rather than product development), the review has given greater attention to what lies ahead. The focus is on design of trials for which there is little or no experience, namely trials of vaccines for P. vivax, and trials for assessment of reduction of transmission, and for which preferred product characteristics are still the subject of debate (for example with respect to efficacy against hypnozoites or go/no go criteria for transmission blocking studies).
363993|3|The review has highlighted the past and ongoing contribution made by WHO in convening groups to address key issues for investigators, vaccine developers, regulatory authorities and funders in ensuring the most efficient use of resources for developing much-needed vaccines for use in malaria endemic countries.
360654|1|A total of 466 household heads were involved in the survey after approaching 480 households. A majority (over 74.7%) of respondents were in the age range of 29 and 39 years (Table 2). A majority of the respondents were married; most respondents were farmers (Table 2). Respondents in the FGDs had similar demographic characteristics as those involved in the survey. Those selected for the IDIs were health professionals who had attained at least senior secondary school education or non-professionals with either no formal education or with education up to junior high school level.
360654|2|Knowledge of vaccines was widespread among participants in the study. Knowledge however, seemed to be skewed towards vaccines given in the form of injections; there was some knowledge of the existence of the oral polio vaccine (OPV), which they admitted is not an injection. Finding a common local name for vaccines that is acceptable and understandable by all respondents was not difficult. Local words like  ntetee   paniebo  exist as terminologies for vaccination. Most respondents knew what vaccines are, as evidenced in the following contributions made by some respondents in both IDIs and FGDs:   Vaccines are injections given to children in their childhood so that any disease that has the possibility of attacking children become less severe if even they are attacked.  (FGD, female E)   I know that vaccines are injections given to prevent the occurrence of a disease.  (FGD, male E)  Participants differentiated vaccines from medicines given as injections in hospitals emphasizing the preventive aspect of vaccines. These observations were made:   For vaccines, they are taken to prevent the occurrence of the disease. While those injections that are taken at hospitals, the sickness occurs before one goes for the injections.  (FGD, male C)
360654|3|Over 50% of respondents spontaneously mentioned tuberculosis and poliomyelitis vaccines as childhood vaccines (Table 3). There were varied views regarding malaria prevention with vaccines. While some respondents were quite certain that malaria could be prevented through vaccination, others were rather sceptical. This is evidenced in contributions made by respondents in the IDIs and FGDs:   In science, there is a saying that you cannot say never. It can happen but I think it will be very difficult. The malaria parasite strains change so rapidly, I think that vaccination could be done but would work in the short term like every three months just like tabs for typhoid fever and the rest. Sometimes you can give it to the person but then it does not last. Its longevity is not there so they would have to come and take it again. Because the malaria strains are so varying and a whole lot of them it have lots of properties and biochemical characteristics, so to get a long-lasting vaccine, it is something we can do but we have to work harder.  (IDI, health care provider B)  A participant, expressing an opinion about a vaccine s ability to prevent malaria made the following remarks in an IDI:   Well, it looks strange but we are just hoping especially once they say the vaccine is just going through phase II and it is going to phase III. This is because malaria is endemic and any success in that direction is something that everybody is yearning for. At the OPD, the daily OPD register shows that malaria is leading, so many cases of malaria at least 50% or more. The success of this vaccine will even curtail our burden at the OPD . (IDI, health care provider A)  When the respondent was asked the reason for describing vaccination to prevent malaria as  strange , the following was the response:   The causative organism is always with us. The mosquito is always with us. Every time we get bitten by a mosquito. I do not know how long, whether the vaccine can stay in the body and produce antibodies that will not let you get malaria once you are vaccinated, just like polio which when your body is exposed to the vaccine you will not get it for your lifetime. This one looks strange because of the causative organism, but it looks impossible, but let s wait.  (IDI, health care provider A)  A chemical seller made the following remarks when asked if he believed malaria can be prevented through vaccination. He was a sceptical but made mention of a more multiple approach towards this course to fight malaria:   Well, it is possible. Chloroquine was a drug which was used to treat malaria when crystalline [ penicillin] was added but it is now phased out. It [malaria] disturbs people but they cannot complain. We do not know what the Pharmacy Council and the Food and Drugs Board saw about chloroquine and recommend that it should not be used.  (IDI, chemical seller A)   I cannot argue about that. As am saying when the polio vaccine was introduced, the incidence of polio has stopped among children after vaccination. Also with the measles vaccine, a mother who refuses to vaccinate her child is always in trouble whenever the child suffers an attack. So getting a vaccine for malaria is possible. Mosquito nets have been introduced but the incidence of malaria is still high.  (IDI, chemical seller A)  The survey showed that a large proportion of respondents think malaria can be prevented through vaccination. Over 90% of the respondents were in this category (Figure 1). Reasons were assigned for thinking that malaria can be prevented through vaccination; the statement below briefly summarizes the thoughts of participants during a discussion session:  An instance is the incident of polio which has been reduced through vaccination. I have the belief that malaria can be eradicated or reduced through vaccination. This can be seen through the research being carried out.  (IDI, head of a religious group)
360654|4|Respondents  attitudes about vaccines preventing malaria were quite positive. There was a general quest for vaccines for all types of diseases, especially malaria. Respondents in both FGDs and IDIs mentioned the types of diseases they want their children vaccinated against:   Malaria is a sickness that disturbs us a lot. So if children are protected against malaria it will help us. Because there are lots of mosquitoes that bite and cause malaria so that if we prevent the occurrence of malaria it cannot be severe even if there are mosquito bites.  (FGD, female A)   Polio, polio disturbs children a lot, it makes them very weak.  (FGD, female B)   With diarrhoea, children vomit and pass out watery stools so if we prevent it, it will be good.  (FGD, female B)
360654|5|As part of learning their attitudes towards vaccines for malaria, respondents were asked whether they preferred vaccines or drugs or both for malaria; 65.9% of respondents preferred vaccines to drugs for malaria control while 26.2% preferred drugs to vaccines. Few respondents had no preference for vaccines or drugs (Figure 2). Responses from both male and female participants on whether they will allow their children to be vaccinated against malaria, assuming a malaria vaccine is found, were very insightful:   I will agree: I have no drugs to cure my children. So if the government says a disease is about to break out so I should vaccinate my child, what can I say?  (FGD, female E)   Malaria is the number one killer diseases among children so if it is going to be prevented, then I think everyone would be happy to include his/her child.  (FGD, male A)  Diseases that respondents wanted their children vaccinated against were confirmed in the survey (Table 4). These were affirmed by some of the responses in the FGDs, thus emphasizing how generalized some of the contributions made by participants in the FGDs could be when it came to the diseases participants will or will not want their children to be vaccinated against (Table 4). Among health care providers and community religious leaders it was evident that vaccinating children against malaria will be a major breakthrough in science and accepting it will not be very challenging at the community level:  I will readily recommend that because malaria in children under five is fatal. Cerebral malaria for instance causes lots of problems. In children under-five, because of their immune system, when they get malaria it is fatal because of its added complications. Should we make a head way with this vaccine trial, I think all children, most especially, children under five should be vaccinated.  (IDI, health care provider)  Readily yes or even should I say a big yes. You see, these children are exposed to lots of filth and as you can see lots of weeds around that serve as breading grounds for mosquitoes. So getting a vaccine to prevent the effects of these mosquito bites will be a good thing. I will recommend it.  (IDI, head of a religious group)
360654|6|The success of disease control programmes to a large extent depends on the beliefs and cultural practices of the people who are directly involved in the programme and this shapes their behaviour and consequently their decision-making processes. Though beliefs and cultural practices that will prevent parents from vaccinating their children were not mentioned, some IDI sessions revealed some interesting points are quoted below:  ..somewhere in the north, when a child is born it is not brought out until after one month or so. So if we are looking at a vaccine targeting children of four weeks or less, that can possibly be a barrier to such children getting access to the vaccine. Another one is the social barrier where women cannot take decision about their children.  (IDI, health care provider)  As a Catechist who is in charge of organizing the congregation here, I always advise women who take their children to  weighing  [ child welfare clinics].  In the olden days herbs were used to treat diseases but now it is a thing of the past. We also advise against the belief that sickness is caused by gods. For now, it is only medication that is given which in the name of Jesus we also pray to support I don t know of any such beliefs. In the beginning of the trial [ RTSS malaria vaccine trial], some people from the north living here did not understand that there is the need send the child for immunization and weighing.  (IDI, religious leader)  There is nothing like that [ cultural beliefs] if you should follow these things all your children will die.  (FGD, male C) Some religious dimension was given by a participant when asked if he will recommend vaccination for malaria:  I know that God has poured his grace on a group of people who are working through the Holy Spirit. They are doctors. As the Bishop or any church member goes to the hospital when sick, if a vaccine for malaria is found I will not prevent people or any of my church members from sending their children for vaccination.  (IDI, head of a religious group) Among the Muslim participants, the situation about recommending vaccines for malaria was not very different. A participant had this to say:  Even the prophet Mohammed ( peace be on him ) implored his followers to do two important things: learning very well so that you can worship your God; learning about protecting yourself from falling sick. It will have been welcome news to be able to protect ourselves against diseases. Even God approves of that. People should actually treat themselves when they are sick. It is also mentioned in the Quoran that people should protect themselves from falling sick. It is good to  defend  yourself from sickness. This is better than allowing the disease to attack you before you treat it. Yes, the Quoran does not forbid vaccination. Quoran is totally in support of prevention. I will readily recommend, if even it means talking about it in the various mosques that are under my jurisdiction. I will even mobilize other Imams working under me, so we can educate people.  (IDI, head of a religious group)
360628|1|Implementation of an ivermectin-based strategy to reduce malaria transmission will require higher or more frequent doses that currently used for NTDs. Efficacy and safety will be the most important parameters to be evaluated by any stringent regulatory authority; both are directly related to the dose and dosing scheme selected for malaria. For a WHO policy recommendation, additional factors such as cost-effectiveness, acceptability and programmatic suitability will need to be addressed.
1449365|1|396 articles were retrieved from various databases and other sources in which 72 were excluded because they were duplicate hits. The remaining 324 unique articles were screened by titles and abstracts after which 309 articles were excluded. Three articles out of the remaining 15 were excluded because one was a brief communication [17], the second was about a hypothetical malaria vaccine [18], and the third was a review study [19]. Therefore only 12 full articles qualified for the qualitative analysis [20 31] (Figure 1) .
1449365|2|Tanzania has a list of twelve priority disease conditions referred to as a national package of essential health interventions, on which to prioritize the allocation of its scarce resources for health. This list rank disease conditions according to their burden of disease and is dominated by infectious diseases   HIV/AIDS, malaria and diarrhoeal diseases are at the top. Ranking of the disease conditions is fairly consistent with the number of pharmacoeconomic studies we have identified. Nine out of the twelve pharmacoeconomic analysis studies addresses the four highest ranked disease conditions (Table1) It is disappointing to note that only one pharmacoeconomic study addresses non-communicable diseases, and none are available for acute respiratory tract infections, diabetes, cancers, and nutritional deficiencies.
359097|1|Of 700 results returned by the PubMed search, 118 publications were selected for full-text review. These documents, which ranged in publication year from 1959 to 2015, included contemporary accounts of the campaign from specific countries, assessments of global programme process, and reflections on the eradication accomplishment by its participants in both journal article and book form, along with several reviews of the smallpox experience. A number of themes emerge from the literature across the seven areas of interest (Table 1).
