Id;Disc_id;Paragraph
362249;4;The analysis of the potential benefits of introducing RDTs in combination with ACTs is more complex if the majority of malaria treatment is self-administered or sought in the private and informal sectors. Furthermore, for treatment of fever cases testing negative for malaria, some healthcare providers may still use antimalarials and there may be an increased risk of irrational use of other drugs, particularly antibiotics. This necessitates integrated training and supervision of health workers in rational drug use for the treatment of non-malaria fever cases and enhanced drug utilisation monitoring, particularly at the time of RDT introduction. Village health volunteers in Laos were found to only require minimal training (one hour) to sustain reliable use of RDTs over a 10 month period [32]. In contrast, a study conducted in Zambia, where specific training and supervision of healthcare providers was not provided, significant underutilization of RDTs or the inappropriate prescription of antimalarials when patients test negative have been documented [5]. However, a study in Tanzania concluded that use of rapid diagnostic tests, with a single training emphasising that negative malaria tests should lead to alternative diagnoses being considered, did not lead to lead to any reduction in over treatment for malaria [6]. Although the additional benefits of avoiding the use of ACTs to patients in whom the malaria diagnosis is negative could not be included in this study, these are likely to be substantial. Assuming education interventions succeed in ensuring that test results are accepted by healthcare providers, patients and caregivers, excluding malaria would facilitate earlier diagnosis and treatment of the actual cause of the disease for those who are malaria test negative, and would minimise the treatment seeking costs related with repeat visits and the productivity losses associated with prolonged illness. It has been argued that the effects of malaria misdiagnosis fall most heavily on the poor and vulnerable who are least able to withstand prolonged ill-health and the associated missed opportunities for earning an income [9]. In addition, the use of definitive diagnosis would provide more reliable data on malaria cases, hence allowing for accurate forecasting of required antimalarials for planning and budgeting and better monitoring of the effectiveness of malaria control interventions. Also, drug pressure, and consequently, the rate of spread of antimalarial resistance could be decreased.
362249;5;It is also important to note that clinical diagnosis may fail to pick up some patients who actually have malaria. Luxemburger and others found that none of the malaria symptoms alone or in combination proved to be a reliable predictor of malaria, and at best clinical diagnosis would result in prescription of antimalarials in 29% of the non-malaria febrile illnesses and 49% of the true malaria cases (suggesting that 51% of the infections would go untreated initially) [7]. It is important to note that RDTs are unlikely to be used if malaria is not clinically suspected and so will not address the problem of false negatives arising from clinical diagnosis. Furthermore, the extent to which RDTs are cost-effective depends on their accuracy in diagnosing malaria. Studies have found varying levels of sensitivity and specificity of the different RDT products on the market. Swarthout and others (2007) recently reported 52% specificity of Paracheck-Pf in Democratic Republic of Congo and noted that as many as 92% of children were still false positive at day 28 following treatment with artemether-lumefantrine [34]. Similar results are reported by Kleinschmidt and others (2007) for Equatorial Guinea [35].
361337;1;The study findings suggest that stakeholders have a positive attitude towards the anticipated malaria vaccine and that their acceptance of the vaccine remains high despite the fact that it would be used parallel with other existing intervention strategies. Interestingly, the acceptance level also remains significant though the malaria vaccine is less likely to provide full protection. This outcome could be a reflection of how malaria is seriously perceived in the communities being studied. Furthermore, they may be willing to accept the new malaria interventions as long as they will (to some extent) contribute to the reduction of malaria, especially among children. Similarly, a study in Kenya also found that participants understood that malaria is a serious problem that no single tool can be used to combat it, which influences their acceptance of malaria vaccine [14]. Acceptance of malaria vaccine was also observed in studies conducted in Ghana [13] where the views of various professions and communities also reflected a positive opinion towards the introduction of malaria vaccine as a preventive tool. The study finding that stakeholders would still maintain the acceptance of malaria vaccine in the context of existing malaria intervention strategies is in line with the overall idea of introducing the vaccine which is not meant to replace the existing malaria interventions but rather to compliment it [11].
361337;2;In this study, social cultural aspects emerged as factors associated with the acceptance of malaria vaccine. These factors include religion (Christians were more willing than Muslims to accept the vaccine), religion (Ndali tribe was less willing to accept the vaccine than the other tribes), and civil servants were more willing to accept the vaccine than the farmers. This finding corroborates with evidence from other countries in Africa [24] and elsewhere [25] where religion and ethnicity were found to influence health care utilization. Specific evidence also indicates that religion and ethnicity are associated with vaccine awareness and acceptance i.e measles vaccine and Human Papillomavirus (HPV) [25, 26]. The differences in vaccine acceptance based on religion, ethnicity and occupation as observed in this study could also reflect that people s values, preferences and expectations would sometimes constrain their acceptance of a particular health care programme. These could originate from the culture in which the social interaction is taking place, which in turn govern their decisions about how they should pursue a recommended health intervention [27]. Although other studies have found that the quality of care i.e. congestion, delays, and the perceived attitudes of the health care providers [14], access to services, reliability of services fear of side effects, and parental beliefs and conflicting priorities [28] constraints immunization services, this study shows that in addition to individual and health system factors, the social cultural aspects may play a significant role in influencing the differential acceptance of vaccination programmes. This is central in this paper, and it lends support to the views of other researchers that people may not automatically use a health intervention once introduced [14], and in the context of a vaccine, if the known barriers are not addressed may lead to under-utilization of immunization coverage [16, 29].
361337;3;Currently there is a strong recognition globally that health is socially determined and that social-structural aspects are responsible for health inequity. As found in this study, religion and ethnicity may play a significant role towards inequity in immunization coverage. Health inequity is known to be a set back to the wider health development, and this could be addressed by examining the wider social and structural aspects that increase vulnerability to diseases [30 33]. Evidence in Nigeria indicates that the community tailored interventions have proven to be effective in increasing the utilization of polio vaccination [34]. As such, the public health communication strategy that seek to promote the available immunization services as well as the anticipated malaria vaccine could be made effective if tailored within the broader social aspirations and cultural differences existing in the locally contextualized environment.
361337;4;This study also found that the community and other professionals have multiple expectations and questions that relate to the anticipated malaria vaccine. It is important that the Tanzanian Immunization Department, malaria vaccine initiative, and other malaria stakeholders clarifies the questions and expectations prior to or parallel with the introduction of the malaria vaccine and provide the correct knowledge about the added value of malaria vaccine in lay man s language to avoid any misconceptions about the anticipated malaria vaccine. The voices of communities and that of the health care professionals are important and should be considered for better informed decisions, policy recommendation, planning and designing of a communication strategy. Failure to account for community s prior information that could enlighten policy makers on what is needed to be considered before the implementation of the intervention was found as one of the factors that could delay the public acceptance of the proposed intervention [14].
360871;1;The wording for recommendations was finalized by MPAC during their closed session following the two-and-a-half days of open sessions; conclusions have been included in the summaries of the meeting sessions above, and links to the full set of meeting documents have been provided as references. Position statements and policy recommendations made by the MPAC are approved by the WHO Director-General, and will be formally issued and disseminated to WHO Member States by WHO-GMP or if more appropriate, the WHO Regional Offices. Conclusions and recommendations from MPAC meetings are published in the Malaria Journal as part of this series.
360871;2;MPAC provided suggestions for the agenda for its next meeting to the WHO-GMP Secretariat. Feedback will also be given to and received from the global malaria community at the RBM Board meeting in May 2013, and through the publication of and correspondence regarding this article. Ongoing engagement with and attendance by interested stakeholders at MPAC meetings continues to be encouraged. In addition to open registration for MPAC meetings, which will continue (via the WHO-GMP website starting in July) and attendance by four standing observers (RBM, the Global Fund, UNICEF, Office of the UN Special Envoy for malaria), the active participation of seven rotating NMCP representatives, and all six WHO Regional Malaria Advisors, was strongly welcomed.
995302;1;For PDPs to achieve their goals, partnership is essential. PDP access staff can initiate these partnerships by bringing together different parties, such as scientists, manufacturers, regulators, and implementers. This combination of perspectives from the scientific, commercial and public health worlds can support more informed decision making [34]. In order to reach multiple countries, the involvement of WHO headquarters, country and, in particular, regional offices has been and will remain critical, particularly for diseases such as HIV/AIDS, TB and malaria that have a significant number of WHO staff. Regional WHO offices can track the progress of multiple countries as they move through the multi-part decision process. Table 4 describes possible partners, including WHO, and some of their advantages and disadvantages. Manufacturers have traditionally supported some aspects of country decision-making and all the aspects of product launch. However, many originator companies may have limited experience of introduction into low and middle income country markets (some Indian and Chinese generics may be more established in these markets). Companies may also be concerned that they could be perceived to be self-serving if supporting decision-making around the introduction of a new product directly in countries. Thus, the initial information sharing and country decision making step will generally require the involvement of other actors, including PDPs. An interesting example of division of labor comes from Uganda, where PATH, a not-for-profit that has worked extensively as a PDP, is supporting a demonstration project for human papilloma virus (HPV) vaccines (E. Mugisha, pers. comm.). Before any activities started, PATH signed a Memorandum of Understanding (MOU) with the Government of Uganda (GoU) to specify who would do what. The GoU committed to provide health services delivery infrastructure, human resources in the districts, and EPI staff for delivery of the vaccine. The two PATH technical staff members, located in the WHO Uganda office, provided technical and logistical support. PATH also provided transport allowances (but no per diems) to health workers in the field and funded local university researchers to conduct the formative research and operations research. WHO and UNICEF participated in a technical advisory committee set up by the Ministry of Health (MoH) to oversee the demonstration project, and also helped with monitoring of vaccination. The relevant pharmaceutical company (GlaxoSmithKline Biologicals (GSK)) donated and shipped vaccines to Uganda, but had no other role in the project. UNFPA and other stakeholders provided input on reproductive health issues, and NGOs (e.g., CARE and Save the Children) helped with mobilization in the districts. Thus, PATH served as the glue across the various organizations in support of the MoH.
995302;2;Despite these challenges, successful PDP support of country decision making is possible. The case studies below illustrate that PDPs have taken many distinct approaches to facilitating country decision making. These are examples of what has been done, rather than normative descriptions of what would be ideal. They were selected to represent a range of modalities (e.g., vaccine, drug, and insecticide) and disease areas, and the kinds of activities conducted at different stages of the decision process (presented below in roughly chronological order). Different PDPs have undertaken a range of activities, such as those shown in Tables 1 and 2, with this selection depending on needs identified by each PDP, typically in consultation with partners like WHO and countries. Not surprisingly, the more extensive experience generally lies with the PDPs who have approved products. Engagement prior to product availability For DNDi, country engagement begins with the identification of needs by and with endemic country stakeholders. Certain key research organizations in endemic countries contributed to DNDi's founding, are represented on its Board of Directors, and greatly inform the definition of needs and of the related Target Product Profiles (TPPs). These organizations also facilitate clinical and intervention trials and, ultimately, national decisions on adoption. Three additional PDPs, whose activities are outlined below, do not yet have products approved by regulatory agencies but nonetheless conduct activities related to country decision making. For malaria vaccines, MVI initiated a 3 year process with countries, WHO and, in the later stages, the Roll Back Malaria Partnership (RBM) to develop decision-making frameworks, initially for 9 individual countries and then for the African region [33]. The final framework builds upon existing WHO guidelines [22], and lays out what data are needed from different sources (global vs national), in different thematic areas (disease burden, other malaria interventions, impact, financial, efficacy, safety, programmatic, sociocultural), and at different times (pre-licensure, licensure, and post-licensure); it also notes whether each is essential or desirable. It provides a similar framework for policy processes. The framework process has and will structure dialogues around malaria vaccines with countries around technical issues. In some countries, it has led to the formation of ongoing structures that have begun to collect data to inform an eventual decision (e.g., technical working groups - MVI now sponsors three of these). In contrast to MVI, the Global Alliance for TB Drug Development (TB Alliance) is entering an area that has existing products. There was, however, relatively little analysis of the market, of decision making, or of how new products would be considered. TB Alliance therefore focused on conducting sequential stakeholder studies in the following areas: the size and structure of the existing TB drug market; what local stakeholders want from a new TB regimen; how the experience with past TB regimen changes can inform future approaches; and what producers and products are dominant in the private sector. These studies helped to identify issues and categories of data relevant for future country decision making [12, 31], initiate engagement with local stakeholders, provide opportunities for the promotion of regimen change issues in international fora, and frame conversations with local stakeholders during TB Alliance participation in WHO review missions. Finally, the findings of each study influenced the design and content of the next, and provided essential feedback for the research and development team [2]. TB Alliance selected this approach due to the opportunities and challenges presented by the availability of existing TB treatment regimens and partnerships. The long-term aim of IVCC is to facilitate the development and introduction of new insecticides. Already, however, IVCC is engaging country decision makers to address an identified gap in field implementation - the monitoring and evaluation of vector control programs. This gap is addressed via IVCC's Malaria Decision Support System (MDSS), which is used to track clinical and survey data and insecticide resistance (T. McLean, pers. comm.). This tool is applicable to a wide range of diseases and, in addition to monitoring and evaluation, it supports the management of advanced insecticides, and decision making on adopting new vector control products. Based on existing partnerships with the ministries of health, IVCC has validated the methodology in 3 countries - Mozambique, Malawi, and Zambia - with varied infrastructure and ecological environments; it is now planning wide-ranging implementation. As a central objective, the MDSS should be adopted and owned by the national malaria control program and serve their information needs. Country consultations and regional meetings Early and frequent consultations with countries are essential for the development of products that are suited to end users [2]. For DNDi, input is channeled via disease platforms, which were formed to assist and strengthen clinical research around specific diseases in a geographic area, e.g., Visceral Leishmaniasis (VL) in East Africa, sleeping sickness in West Africa, and Chagas Disease in Latin America. These platforms include country program staff, researchers, regulatory officials, NGOs and WHO and meet twice a year. Platform members became natural partners for country decision making as they gather relevant information on in-country issues, programs, and processes and convey key information to in-country decision makers. The Pneumo-ADIP (now part of the International Vaccine Access Center (IVAC)) built on experience with Hib and Hepatitis B vaccine introductions to support pneumococcal vaccine introduction [9]. Under the Pneumo-ADIP, the establishment of surveillance networks had two positive outcomes: it provided the requested data on projected coverage and impact and, via annual investigators' meetings, led to the identification of local advocates. In addition, regional meetings organized in collaboration with WHO provided an opportunity to check back in and to move countries to put their decisions and proposed actions on paper by presenting their conclusions in front of others (L. Privor-Dumm, pers. comm.). These meetings included EPI managers, directors of health services, researchers, pediatricians, economists, and sometimes donors and financing people from MoH or other ministries, and were a particularly useful mechanism to support decision-making in countries not directly targeted through other interactions. MMV and its drug development partners have also made extensive use of country-level dialogues such as subregional meetings (of WHO AFRO and Roll Back Malaria) and, in select cases, day-long workshops (G. Jagoe, pers. comm.). These provide opportunities to give product-specific briefings and to reinforce recommendations of normative entities (primarily WHO) in terms of best practice for the development and revision of treatment guidelines and for the correct use of new, quality medications in combination with proper diagnosis (case management). Longer-term programmatic collaborations in specific-countries are very limited; the focus is on any initiative (e.g., piloting of an affordable medicines private sector subsidy in Uganda) that address specific access challenges and could serve as guiding lights for policy makers and funders across the larger stage of all malaria endemic countries. In terms of impact, as of September 2010, almost 42 million treatments of Coartem  Dispersible (co-developed with MMV) had been delivered to 32 countries [37]. Regional meetings have been convened by the TB Alliance and partners to gain consensus around regulatory issues [38]. Existing TB drugs were developed more than 40 years ago, in a very different regulatory environment. Agreement was needed on the regulatory approach to development of not just individual new drugs, but new regimens. With the participation of national TB program managers in these meetings, these individuals became part of the conversation about what types of evidence would be available for decision making. Implementation studies as a bridge to adoption When existing evidence is insufficient, implementation studies may be necessary. In India, the Institute for One World Health (iOWH) has supported studies to generate data for advocacy and decision making on VL treatment and elimination. In collaboration with a research institute of the Government of India, they documented the incidence of VL, the financial burden of disease, households' willingness and ability to pay, and treatment-seeking behaviors in both public and private sectors (R. Sarnoff, pers. comm.). In addition, building on the necessary Phase 3 study, iOWH sponsored a Phase 4 study with an effectiveness module that provided training, clinical support, and guidance on pharmacovigilance reporting, and demonstrated effective delivery in public and private facilities. The clinical trial investigators formed a core constituency for local advocacy for improved products. At the national level, iOWH leadership engaged with key stakeholders in the Indian government, World Bank and WHO to inform them of the progress of the studies, identify their key questions and concerns, and address future funding issues. Training modules and community communication models were developed for smooth transfer to the national authorities. DNDi has also used intervention or field trials as an essential step to demonstrate feasibility and generate necessary data for adoption into national programs (F. Camus-Bablon, pers. comm.). For example, Brazil conducted a 25,000-subject malaria intervention trial prior to adopting artesunate and mefloquine (ASMQ) for treatment of falciparum malaria in the Amazon basin. The trial monitored the effects of ASMQ introduction; during the study, a significant impact on malaria cases and related hospitalization also resulted from a more rational use of complementary resources such as insecticides, a detection and reporting system, and the training of local human resources. In this study, one year after the introduction of the ASMQ fixed-dose combination (FDC) and the treatment of 17,000 patients, P. falciparum malaria cases were reduced by nearly 70% and malaria-related hospitalizations dropped by over 60%. Following the study, the Brazilian National Program updated the national malaria treatment guidelines and introduced ASMQ FDC as the first line treatment in the region. Advocacy is also a key component of DNDi implementation work, to inform both international audiences and endemic countries. In some areas, DNDi relies on pharmaceutical and other international partners. For example, WHO Neglected Tropical Diseases (NTD) department and M decins Sans Fronti res (MSF) are key drivers for the adoption of nifurtimox-eflornithine combination therapy (NECT) for the treatment of sleeping sickness, which, within a year, has been adopted in the national treatment policy of nine endemic countries and ordered by six. Sanofi-Aventis (SA), within two years of WHO pre-qualification, was planning to distribute 50 million artesunate-amodiaquine (ASAQ) treatments in 2010. Today, ASAQ is registered in 27 African countries and in India. SA is conducting a 15,000 patient pharmacovigilance program in partnership with DNDi and MMV in Ivory Coast, and developed a specific package for social interventions and home based management programs. Evaluation of impact There are significant challenges in estimating the impact of PDPs on country decision making. First, most PDPs are relatively young, being established in the last 10 years. Given the time required to develop a product, many have not yet had products launched, and the product launches that have occurred are recent. Second, there is not yet agreement on how to measure impact - in particular, whether to focus on usage (e.g., number of individuals treated; see the data on new product usage noted in this paper) or on process (the number of countries conducting a policy process and reaching the decision that is best for their particular situation; see [39] for an example). Third, if a product is suboptimal - too expensive, insufficiently efficacious, or too difficult to use, for example - it is unlikely to be rescued by PDP support of country decision making, even if those support activities are well executed. In other words, success under the first (usage) definition is only likely when the new product continues to meet identified country needs. This is why access input is essential throughout the product development process [2]. There have, however, been efforts by PDPs to define metrics of success and to evaluate PDP work in support of country decision-making. For impact using the process definition of success, one example is the malaria vaccine decision-making framework [39]. The development of this framework has been independently evaluated [40]. Out of 84 respondents from 10 countries, 90% felt that the framework developed will be extremely or very useful in preparation for a decision (i.e., in deciding what activities to undertake prior to having a licensed product), and 88% indicated the same for taking a decision after a vaccine is licensed. Facilitators were reported to be neutral instead of supporting one product. A 2007 study by the GAVI Alliance tried to quantify the impact of the Pneumo- and Rotavirus ADIPs and Hib Initiative as compared to what may have happened if they had not been in place [41]. The authors found that the Pneumo-ADIP is likely to shave at least five years off the time from development to availability of vaccines in the poorest countries, and that the work of the Rotavirus ADIP may result in the poorest countries accessing vaccines only one year after availability in the developed world, which is years and decades shorter than historically. Based upon this, the authors reported value in terms of lives saved and hospitalizations averted. Given the constraints noted above, the current paper does not aim to provide a rigorous evaluation of PDP impact and strategies, but instead provides a situation analysis, reflecting the range of strategies undertaken by PDPs and detailing the rationale behind their choice. It is clear that having no engagement specifically around new products leads to lengthy delays in availability [1]. At the same time, it is too early to determine the optimal strategies for each situation and type of intervention. However, the current analysis provides an important baseline or reference point for a later impact analysis of PDP work on access.
363993;1;Throughout this period of increased vaccine effort, WHO has had an important role in supporting various aspects of basic research projects through the WHO/UNDP/World Bank Special Programme (WHO/TDR) and has also played a major normative role in providing guidance on many aspects of vaccine development. Landmark meetings were held to highlight the need for improved adjuvants, by bringing together representatives of groups involved in developing and testing new potential products, recognizing that malaria antigens were often involved in the first wave of testing novel agents [7]. WHO worked with funding agencies to convene meetings of scientists, regulators and others to review the state of the art of vaccine development, reviews of key ethical issues [8], and maintains an ongoing record of malaria vaccines under development (known as the Rainbow Table) [3]. Perhaps most importantly, WHO has worked with its advisory committees to gather best evidence then provide guidance for vaccine trial designs that ensure that results generated are relevant for establishing subsequent policy recommendations, to assist national programmes in malaria-endemic countries. WHO s advisory committees are a key mechanism for identification of research priorities for immunization and for development of consensus-based guidance on clinical development and testing of vaccines. The WHO Malaria Vaccine Advisory Committee (MALVAC) succeeded IMMAL and VDR Committees, and provides advice to WHO on strategic priorities, activities and technical issues related to global efforts to develop vaccines against malaria, with emphasis on the public health needs of developing countries. In the five years 2008 2013 MALVAC has convened eight key meetings of experts, together with several working groups, whose detailed assessments have provided valuable consensus views on priorities and best practice for selected vaccine-related research and development strategies. By providing the leading independent global malaria vaccine forum for funding agencies, sponsors and investigators, WHO has increased collaboration between key malaria vaccine R&D stakeholders. WHO has also improved the comparability of key endpoints by convening technical groups to provide consensus based protocols and Standard Operating Procedures, ensuring extensive consultation amongst stakeholder groups. The technical areas for these consultations have included design and conduct of sporozoite challenge trials, Standard Operating Procedures for malaria microscopy in challenge trials, [9] optimization of clinical challenge trials for asexual blood stage vaccines, measures of efficacy of malaria vaccines in phase IIb and phase III trials, workshops on standardization of malaria vaccine immunoassays, evaluation of assays and trial designs to be applied to interventions against malaria transmission, development of whole organism vaccines for malaria endemic countries, and priorities in research and development of vaccines for Plasmodium vivax and their evaluation. Recently, WHO highlighted the need for information-sharing among HIV, TB and malaria vaccine communities and working with NIAID convened a technical forum on heterologous prime-boost immunization across the three diseases [10]. Furthermore the MALVAC committee will have a key role in advising WHO on the updated version of the Malaria Vaccine Technology Roadmap [11]. These informed and impartial opinions and recommendations are summarized here to provide guidance on harmonization of strategies that will help to ensure high standards of practice, and comparability between centres and the outcome of vaccine trials. Reference is made to reports of the meetings (and to selected other relevant publications) that provide the more detailed discussions on which the recommendations are based. The text below summarizes the reports of individual meetings and should not be considered to be the position or policy of the WHO. For outcomes of individual meetings, readers are directed to the individual meeting reports. There is a distinct WHO advisory mechanism which provides advice on vaccine candidates in advanced development and approaching possible availability for use. This is known as the Joint Technical Expert Group (JTEG) on malaria vaccines, reporting jointly to the WHO Strategic Advisory Group of Experts on Immunization, and to WHO s Malaria Policy Advisory Committee [12]. MALVAC will continue to provide advice to WHO on the longer term malaria vaccine R&D considerations, with JTEG available to provide evidence reviews for possible policy recommendations when products become sufficiently advanced.
363993;2;Consensus-based guidance on clinical trial design A vital part of the development of candidate malaria vaccines is the careful planning of all phases of clinical trials, always with a view to enhancing comparability between vaccine clinical trials, sites, and alternative development programmes. A second important objective is generation of data to terminate or advance projects appropriately. Phase I trials are used to determine whether candidate vaccines have the required profile of safety and immunogenicity, with Phase IIa trials in malaria designed to provide actionable information on efficacy, safety and immunogenicity including controlled human malaria infection. They are screening trials intended to select candidate vaccines to take forward into field trials, and to select which vaccine formulations to terminate. These proof of concept studies have usually started with adults in non-endemic areas before moving to the target group of children of an endemic area. Phase IIb and III proof of principle field trials require progressively larger numbers of subjects depending on the primary endpoint to be measured and the controls necessary for comparison. Phase III trials are traditionally designed with the primary objective of providing data suitable for regulatory filing. However a focus in malaria vaccines has been to ensure that data are also suitable for evidence-based public health policy recommendations as far as possible. This can avoid the need for additional Phase III trials.  Challenge trials in malaria-na ve volunteers Sporozoite challenge trials for pre-erythrocytic and blood-stage vaccines Controlled Human Malaria Infections (CHMI) [9, 13] are used to assess candidate vaccine efficacy in malaria-naive individuals. Challenge trials in volunteers are important as they inform future clinical trials   whether or not to proceed; dosing, route, schedule and vaccine presentation. This allows iterative improvement of the vaccine construct and its use. Field trials for pre-erythrocytic vaccines should be dependent on first achieving a pre-determined level of efficacy in challenge trials. Future efficacy field trials of new vaccine candidates or combinations may well have to be non-inferiority trials (if RTS,S, for example, is licensed) in regions of reduced transmission, potentially requiring very large sample sizes, thus making them costly and complex with subjects enrolled in several centres. The need to achieve greater confidence in expectations of efficacy prior to initiating multi-million dollar field studies in large numbers of individuals means that even greater reliance may be placed on carefully standardized CHMI studies. They will also be important for the same reasons in go/no go criteria and prioritization of blood stage vaccines (Figure 1). The significant additional challenges with P. vivax challenge trials are considered later. Blood stage challenge trials As an alternative to sporozoites, parasitized erythrocytes can be used to challenge vaccinated individuals [14]. They may have advantages over sporozoite challenge for testing the efficacy of blood-stage vaccines since they allow use of a standardized and low dose challenge and, consequently, a longer period for assessment of induced blood stage immunity before parasites are detected and treatment is required. In contrast, the large sporozoite challenge required to ensure that every control subject is infected may lead to heavy infection and a large numbers of parasites leaving the liver and, as a consequence, earlier detection of parasites requiring treatment.  Rigorous safety depends on having a well-characterized source of erythrocytes free from adventitious agents that meet stringent blood product safety requirements. This is the area of particular concern that for some investigators may still outweigh the perceived benefits of blood-stage challenge. The antigenicity of infected red blood cells in vaccinated volunteers is also a safety issue to be considered. Quantitative PCR monitoring of infection is valuable as it provides a detection threshold of asexual parasitaemia of approximately 20 parasites/ml, well below that possible by microscopy, and potentially increases the time for observations and assessment of efficacy before treatment is required.  There are, however, some drawbacks to use of blood-stage challenge. The challenge bypasses skin and liver stages of infection and removes the possibility of detecting protective cellular immune responses against the late liver stage or antibody against merozoites released from the liver. A low inoculation of parasitized erythrocytes has no counterpart in naturally acquired blood stage infection. Further development of blood stage challenge trials and comparisons with sporozoite challenge are desirable. Development of multiple antigenically distinct parasite strains for evaluation of heterologous protection is also required. Independent evaluation of methods used for modelling parasite growth curves should be made to assist decision-making.  Phase IIb and Phase III malaria vaccine trials Detailed recommendations were made on the implications of different measures of efficacy as they affect vaccine impact, comparability of trials, licensure and wider public health benefits [15]. The conclusions were:  Field evaluation of a vaccine has to be done in the context of other control measures. Assessing efficacy is complicated for malaria where first infection (or vaccination) gives only partial protection against re-infection and the same individual may have multiple episodes of clinical malaria. The primary measure of efficacy is commonly reported as the incidence of first episode of infection or of clinical malaria. This takes no account of subsequent episodes and, from a public health perspective, reduction in the total number of events in some defined time period following vaccination is more relevant than measuring time to first event as the primary efficacy endpoint.  Incident malaria infection is a prerequisite of clinical malaria but, additionally, there can be incident infections without clinical symptoms. If protection against incident malaria infection could be used as a correlate for protection against clinical malaria, this would allow smaller trial sizes and less cost (in malarious areas where many trials are likely to be conducted, incidence of infection is high, with the vast majority of susceptible individuals expected to experience infection in a one to three month period at the peak of local transmission).  A high incidence of malaria and heterogeneity of exposure make estimates of efficacy difficult. In particular, waning of efficacy and heterogeneity in exposure cannot be distinguished by measuring the proportion of individuals remaining disease free at different times after vaccination. Boosting from natural infection should be evaluated. Trial designs in endemic countries will need to be able to detect duration of protection at least up to two years after vaccination, and to rule out deferred or rebound increases in mortality as a consequence of increasing susceptibility following a period of vaccine-induced immunity.  Evaluation of efficacy in the context of existing malaria preventative interventions is a priority. The dosing schedules required for successful vaccination may have implications for feasibility of scale-up. Possible interference with EPI vaccines in infants should be assessed. The possibility of reduced transmission in some field trial sites will need to be addressed in field trial design; larger enrolments may be required, and because age at risk will have extended beyond the ages for EPI, vaccines may also need to be administered to the older children at risk.  Safety, immunogenicity and efficacy should be established prior to a vaccine being given to specific high risk groups (e.g. infants, in pregnancy, and immune-compromised individuals), Monitoring and evaluation plans should include both pharmacovigilance and a sustainable disease burden monitoring system. However these pose major challenges in many malaria-endemic settings.  Impact on malarial transmission (see below) is a key part of assessment of any potential new malaria intervention, although it may not be included in the first Phase III trial. The future combination of single or multi-component candidate malaria vaccines with other malarial interventions should be considered.  As a general rule methods for design and analysis of Phase III trials should be registered in publicly available data bases before results are unblinded. Data sharing will increase understanding of the likely public health impact of a new vaccine in the context of existing control measures.  Post-licensure, data should be acquired on long-term effectiveness in multiple transmission settings and changing control measures and epidemiology, noting the consequences when immune individuals have long periods of reduced exposure, for example whether they become more susceptible to the consequences of later episodes of malaria. The long-term safety must also be evaluated.  Measures of efficacy of interventions against malaria transmission Reduction in transmission remains the fundamental goal of malaria control and measuring changes in transmission allows a better understanding of the interactions between different interventions (vector control, treatment, vaccination) and their combined impact. Some currently available anti-malarial interventions lead to a reduction in transmission even in highly malarious areas, and transmission reduction is the key metric in a malaria elimination strategy.  Better measures of transmission are needed but, as yet, there are no agreed and standardized measures of malaria transmission and these may need to be different in areas of high and low transmission. Measurement of transmission is costly and time-consuming, requiring repeated observations. In some very low transmission areas, incident infection leads to disease and may, therefore, be a surrogate for ongoing transmission. However, in other areas of very low transmission, substantial numbers of asymptomatic infections have been detected with sensitive molecular tools. At low transmission intensity (for example in some of the environments in which transmission blocking vaccines are likely to be tested and introduced) estimates have very large confidence intervals and surrogates are required (see below). Transmission blocking vaccines (TBV) specifically target sexual or sporogonic stage parasites, or mosquito midgut antigens. However, the so-called vaccines that interrupt malaria transmission (VIMT) may have their primary effect on other of the three main life-cycle stages but, additionally, may have a significant indirect effect on transmission.  The key effect required for sexual stage or mosquito antigen targets is substantial reduction in the proportion of infected mosquitoes. By contrast, the key effect required for pre-erythrocytic vaccines when viewed as VIMT, is a major reduction in the proportion of humans carrying sexual stages.  A WHO MALVAC meeting considered measures of efficacy of anti-malarial interventions against malaria transmission [16]. The objectives were to evaluate current methods for measurement of malaria transmission and assessment of assays and clinical trial designs that should be applied to measurement of reduction of transmission (of Plasmodium falciparum). The measures considered necessary included:  (i) Epidemiological (incidence of new infections)  (ii) Standardized assays of transmission from humans to mosquitoes (Figure 2) [16, 17]  (iii) Entomological (estimating new human infections by mosquito measures)  (iv) Surrogate serological and molecular measures, e.g. sero-negativity in young children as transmission declines.
360654;1;Understanding the local context of diseases and the communities  perceptions of the experimental interventions serves as prerequisite for how the intervention will be accepted and utilized when it becomes a policy that has to be implemented as a programme. Several studies have documented the need and how best to educate communities [20 23]. This study s findings, which are similar to studies documented on the need to understand the local context of diseases, have benefited from the experiences of such studies and has identified findings as an important step in ensuring the malaria vaccine will be acceptable to communities where this was tested and serve as the springboard for integrating the vaccine into other communities that did not necessarily participate in the trials. It is significant to understand how community members perceive a malaria vaccine in order to inform the country s malaria control managers and officials responsible for the EPI for planning purposes. Our results are similar to that found in Kenya [20]. Knowledge of childhood vaccinations was widespread among respondents. Local names were provided for them, and this could have some positive effects on childhood immunization programmes. Caregivers will at given times be able state which immunizations their children had received and those that they have not received. However in some parts of Mozambique, caregivers mentioned vaccines that do not currently exist [24], and this could have some negative effect on childhood immunization and overall child care.
